,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,15.0,2.0,10.0,3.0,2.0,1.0,16.0,29.0,15.0,7.0,4.0,19.0,2,0.14545454545454545,0.5818181818181818,0.7272727272727273
1,2,17.0,2.0,8.0,10.0,2.0,4.0,7.0,34.0,17.0,4.0,7.0,12.0,2,0.10909090909090909,0.05454545454545454,0.16363636363636364
2,3,15.0,3.0,13.0,8.0,3.0,1.0,15.0,29.0,15.0,1.0,7.0,11.0,2,0.05454545454545454,0.2545454545454545,0.3090909090909091
3,4,13.0,0.0,14.0,7.0,7.0,1.0,16.0,28.0,11.0,5.0,4.0,15.0,2,0.12727272727272726,0.45454545454545453,0.5818181818181818
4,5,15.0,4.0,13.0,6.0,0.0,4.0,19.0,21.0,8.0,4.0,6.0,19.0,2,0.45454545454545453,0.9272727272727272,1.3818181818181818
5,6,14.0,1.0,15.0,7.0,1.0,2.0,19.0,19.0,11.0,2.0,6.0,14.0,2,0.9090909090909091,0.9454545454545454,1.8545454545454545
6,7,11.0,3.0,13.0,5.0,4.0,5.0,20.0,34.0,18.0,2.0,4.0,13.0,2,0.6545454545454545,0.38181818181818183,1.0363636363636364
7,8,13.0,4.0,12.0,3.0,4.0,6.0,14.0,33.0,12.0,3.0,6.0,16.0,2,0.21818181818181817,0.14545454545454545,0.36363636363636365
8,9,17.0,7.0,11.0,2.0,2.0,3.0,12.0,27.0,9.0,5.0,10.0,14.0,2,0.18181818181818182,0.36363636363636365,0.5454545454545454
9,10,19.0,3.0,12.0,4.0,3.0,2.0,12.0,35.0,21.0,2.0,5.0,13.0,2,0.38181818181818183,0.23636363636363636,0.6181818181818182
10,11,14.0,2.0,11.0,8.0,5.0,2.0,15.0,34.0,13.0,4.0,1.0,14.0,2,0.07272727272727272,0.09090909090909091,0.16363636363636364
11,12,18.0,2.0,12.0,6.0,3.0,0.0,11.0,18.0,8.0,3.0,9.0,19.0,2,0.6181818181818182,0.9636363636363636,1.5818181818181818
12,13,18.0,2.0,16.0,4.0,5.0,3.0,15.0,27.0,11.0,3.0,4.0,16.0,2,0.16363636363636364,0.6363636363636364,0.8
13,14,7.0,4.0,14.0,9.0,3.0,1.0,17.0,29.0,16.0,4.0,10.0,13.0,2,0.509090909090909,0.32727272727272727,0.8363636363636363
14,15,17.0,5.0,14.0,3.0,2.0,4.0,17.0,23.0,9.0,2.0,7.0,11.0,2,1.0,0.7090909090909091,1.709090909090909
15,16,19.0,0.0,15.0,10.0,3.0,2.0,10.0,24.0,11.0,5.0,5.0,17.0,2,0.6,0.7818181818181819,1.3818181818181818
16,17,8.0,1.0,19.0,6.0,4.0,3.0,18.0,24.0,9.0,3.0,7.0,16.0,2,0.7090909090909091,0.8181818181818182,1.5272727272727273
17,18,21.0,2.0,16.0,4.0,1.0,3.0,10.0,22.0,14.0,3.0,2.0,17.0,2,0.5454545454545454,0.8909090909090909,1.4363636363636363
18,19,13.0,3.0,14.0,7.0,6.0,2.0,15.0,31.0,14.0,2.0,6.0,14.0,2,0.2545454545454545,0.16363636363636364,0.41818181818181815
19,20,19.0,3.0,14.0,5.0,3.0,3.0,16.0,30.0,12.0,8.0,5.0,11.0,2,0.8545454545454545,0.2727272727272727,1.1272727272727272
20,21,22.0,0.0,10.0,3.0,1.0,3.0,8.0,29.0,19.0,3.0,5.0,15.0,2,0.7454545454545455,0.6181818181818182,1.3636363636363638
21,22,19.0,1.0,22.0,5.0,2.0,2.0,13.0,17.0,11.0,1.0,7.0,15.0,2,0.3090909090909091,1.0,1.309090909090909
22,23,18.0,0.0,15.0,5.0,1.0,1.0,19.0,30.0,19.0,5.0,6.0,7.0,2,0.5272727272727272,0.6,1.1272727272727272
23,24,10.0,1.0,11.0,7.0,5.0,3.0,20.0,30.0,12.0,5.0,2.0,18.0,2,0.01818181818181818,0.5272727272727272,0.5454545454545454
24,25,14.0,2.0,15.0,4.0,2.0,5.0,12.0,29.0,8.0,7.0,5.0,13.0,2,0.9636363636363636,0.18181818181818182,1.1454545454545455
25,26,16.0,2.0,17.0,4.0,5.0,6.0,18.0,29.0,12.0,2.0,5.0,11.0,2,0.6909090909090909,0.509090909090909,1.2
26,27,17.0,4.0,12.0,8.0,1.0,6.0,15.0,27.0,13.0,1.0,9.0,12.0,2,0.09090909090909091,0.43636363636363634,0.5272727272727272
27,28,12.0,0.0,6.0,2.0,2.0,0.0,0.0,12.0,7.0,3.0,5.0,9.0,1,0.03636363636363636,0.9090909090909091,0.9454545454545454
28,29,18.0,4.0,11.0,7.0,2.0,3.0,3.0,29.0,10.0,8.0,15.0,5.0,1,0.43636363636363634,0.2,0.6363636363636364
29,30,12.0,4.0,10.0,7.0,5.0,4.0,9.0,28.0,2.0,7.0,21.0,13.0,1,0.34545454545454546,0.4727272727272727,0.8181818181818181
30,31,20.0,3.0,7.0,4.0,6.0,4.0,7.0,29.0,9.0,2.0,13.0,20.0,1,0.2909090909090909,0.4909090909090909,0.7818181818181817
31,32,13.0,3.0,9.0,2.0,4.0,2.0,11.0,26.0,8.0,7.0,11.0,20.0,2,0.7636363636363637,0.5454545454545454,1.309090909090909
32,33,11.0,6.0,13.0,4.0,5.0,4.0,5.0,30.0,6.0,7.0,13.0,22.0,1,0.5636363636363636,0.3090909090909091,0.8727272727272727
33,34,20.0,3.0,14.0,4.0,4.0,2.0,8.0,24.0,6.0,7.0,9.0,21.0,2,0.41818181818181815,0.8545454545454545,1.2727272727272727
34,35,22.0,0.0,9.0,3.0,1.0,2.0,13.0,20.0,8.0,8.0,19.0,14.0,1,0.32727272727272727,0.9818181818181818,1.309090909090909
35,36,17.0,7.0,7.0,7.0,4.0,2.0,7.0,28.0,5.0,7.0,12.0,17.0,1,0.9454545454545454,0.2909090909090909,1.2363636363636363
36,37,21.0,3.0,11.0,4.0,2.0,6.0,5.0,24.0,5.0,6.0,15.0,15.0,1,0.23636363636363636,0.8,1.0363636363636364
37,38,26.0,2.0,10.0,5.0,2.0,3.0,6.0,26.0,9.0,3.0,10.0,17.0,1,0.7272727272727273,0.7636363636363637,1.490909090909091
38,39,15.0,6.0,7.0,3.0,5.0,4.0,10.0,39.0,10.0,13.0,11.0,15.0,1,0.8727272727272727,0.03636363636363636,0.9090909090909091
39,40,18.0,2.0,11.0,3.0,2.0,2.0,6.0,26.0,10.0,4.0,12.0,14.0,2,0.4909090909090909,0.41818181818181815,0.9090909090909091
40,41,11.0,3.0,6.0,3.0,3.0,2.0,5.0,31.0,11.0,9.0,16.0,28.0,1,0.9818181818181818,0.6909090909090909,1.6727272727272728
41,42,25.0,2.0,5.0,4.0,2.0,4.0,8.0,26.0,9.0,4.0,14.0,14.0,1,0.8363636363636363,0.7454545454545455,1.5818181818181818
42,43,18.0,5.0,8.0,5.0,3.0,3.0,4.0,26.0,8.0,4.0,18.0,17.0,1,0.2727272727272727,0.6545454545454545,0.9272727272727272
43,44,24.0,4.0,9.0,3.0,1.0,5.0,1.0,27.0,6.0,7.0,17.0,17.0,1,0.36363636363636365,0.8363636363636363,1.2
44,45,16.0,5.0,7.0,2.0,3.0,4.0,4.0,37.0,13.0,9.0,16.0,17.0,1,0.8,0.07272727272727272,0.8727272727272728
45,46,14.0,6.0,8.0,3.0,5.0,3.0,5.0,30.0,5.0,6.0,17.0,20.0,1,0.2,0.4,0.6000000000000001
46,47,16.0,3.0,4.0,1.0,3.0,4.0,4.0,37.0,19.0,5.0,17.0,19.0,1,0.6363636363636364,0.21818181818181817,0.8545454545454545
47,48,18.0,3.0,6.0,5.0,3.0,1.0,6.0,31.0,9.0,11.0,12.0,20.0,1,0.9272727272727272,0.34545454545454546,1.2727272727272727
48,49,14.0,0.0,5.0,3.0,5.0,4.0,6.0,34.0,11.0,4.0,19.0,15.0,1,0.8909090909090909,0.10909090909090909,1.0
49,50,18.0,6.0,7.0,3.0,5.0,4.0,10.0,27.0,4.0,6.0,17.0,17.0,1,0.7818181818181819,0.6727272727272727,1.4545454545454546
50,51,19.0,1.0,7.0,4.0,1.0,6.0,8.0,25.0,12.0,4.0,15.0,21.0,1,0.8181818181818182,0.7272727272727273,1.5454545454545454
51,52,15.0,5.0,10.0,3.0,3.0,2.0,8.0,26.0,9.0,5.0,12.0,21.0,2,0.4,0.5636363636363636,0.9636363636363636
52,53,19.0,3.0,12.0,3.0,2.0,4.0,6.0,25.0,8.0,5.0,10.0,25.0,2,0.4727272727272727,0.8727272727272727,1.3454545454545455
53,54,19.0,4.0,7.0,4.0,1.0,3.0,4.0,34.0,14.0,8.0,14.0,14.0,1,0.5818181818181818,0.12727272727272726,0.709090909090909
54,55,10.0,6.0,9.0,1.0,3.0,5.0,9.0,42.0,10.0,13.0,13.0,15.0,1,0.6727272727272727,0.01818181818181818,0.6909090909090909
