,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,14.0,3.0,6.0,5.0,12.0,1.0,16.0,36.0,9.0,6.0,10.0,10.0,2,0.09090909090909091,0.4727272727272727,0.5636363636363636
1,2,12.0,5.0,6.0,6.0,3.0,3.0,15.0,28.0,7.0,2.0,10.0,16.0,2,0.21818181818181817,0.6363636363636364,0.8545454545454545
2,3,16.0,1.0,6.0,4.0,15.0,3.0,16.0,36.0,13.0,2.0,14.0,8.0,2,0.6181818181818182,0.5454545454545454,1.1636363636363636
3,4,15.0,1.0,9.0,2.0,8.0,3.0,20.0,32.0,13.0,3.0,8.0,12.0,2,0.4,0.7272727272727273,1.1272727272727274
4,5,20.0,0.0,7.0,1.0,5.0,3.0,19.0,24.0,11.0,1.0,8.0,13.0,1,0.9818181818181818,0.9818181818181818,1.9636363636363636
5,6,12.0,3.0,7.0,0.0,9.0,6.0,27.0,40.0,14.0,4.0,6.0,8.0,2,0.23636363636363636,0.6909090909090909,0.9272727272727272
6,7,14.0,3.0,9.0,3.0,4.0,3.0,22.0,25.0,10.0,4.0,9.0,10.0,1,0.5636363636363636,0.8727272727272727,1.4363636363636363
7,8,13.0,1.0,3.0,3.0,8.0,6.0,23.0,35.0,11.0,3.0,8.0,13.0,2,0.4909090909090909,0.7454545454545455,1.2363636363636363
8,9,15.0,4.0,6.0,3.0,10.0,3.0,24.0,36.0,11.0,1.0,8.0,8.0,2,0.7818181818181819,0.6727272727272727,1.4545454545454546
9,10,14.0,3.0,5.0,3.0,10.0,4.0,22.0,34.0,7.0,4.0,6.0,11.0,2,0.7636363636363637,0.6545454545454545,1.4181818181818182
10,11,17.0,2.0,11.0,3.0,11.0,1.0,18.0,28.0,5.0,2.0,11.0,7.0,1,0.9454545454545454,0.8181818181818182,1.7636363636363637
11,12,16.0,4.0,6.0,4.0,8.0,5.0,22.0,35.0,9.0,2.0,3.0,14.0,2,0.509090909090909,0.7090909090909091,1.2181818181818183
12,13,9.0,3.0,5.0,6.0,9.0,1.0,23.0,37.0,10.0,4.0,10.0,10.0,2,0.4727272727272727,0.5818181818181818,1.0545454545454545
13,14,14.0,1.0,4.0,2.0,9.0,1.0,24.0,28.0,8.0,3.0,12.0,10.0,1,0.16363636363636364,0.8909090909090909,1.0545454545454545
14,15,13.0,4.0,11.0,6.0,8.0,2.0,25.0,25.0,4.0,5.0,12.0,4.0,1,0.5272727272727272,0.9636363636363636,1.4909090909090907
15,16,18.0,2.0,5.0,8.0,6.0,4.0,27.0,25.0,9.0,1.0,9.0,8.0,1,0.8181818181818182,1.0,1.8181818181818183
16,17,18.0,5.0,4.0,4.0,9.0,2.0,20.0,31.0,7.0,3.0,9.0,14.0,2,0.2,0.8,1.0
17,18,13.0,3.0,6.0,1.0,9.0,2.0,26.0,33.0,14.0,3.0,6.0,7.0,2,0.43636363636363634,0.8363636363636363,1.2727272727272727
18,19,22.0,1.0,4.0,3.0,10.0,3.0,26.0,30.0,9.0,4.0,4.0,9.0,1,0.5454545454545454,0.9454545454545454,1.4909090909090907
19,20,11.0,5.0,12.0,5.0,4.0,4.0,19.0,33.0,7.0,5.0,10.0,10.0,2,0.8,0.509090909090909,1.309090909090909
