,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,6.0,4.0,14.0,18.0,3.0,3.0,2.0,35.0,12.0,8.0,16.0,8.0,2,0.23636363636363636,0.6909090909090909,0.9272727272727272
1,2,6.0,7.0,17.0,13.0,2.0,3.0,2.0,29.0,8.0,9.0,20.0,10.0,2,0.43636363636363634,0.8545454545454545,1.2909090909090908
2,3,13.0,3.0,9.0,15.0,4.0,0.0,6.0,29.0,9.0,6.0,12.0,12.0,2,0.18181818181818182,0.6727272727272727,0.8545454545454545
3,4,9.0,5.0,10.0,12.0,8.0,3.0,5.0,43.0,9.0,11.0,13.0,7.0,2,0.21818181818181817,0.01818181818181818,0.23636363636363636
4,5,9.0,7.0,19.0,12.0,6.0,3.0,2.0,32.0,7.0,7.0,14.0,10.0,2,0.41818181818181815,0.6181818181818182,1.0363636363636364
5,6,5.0,8.0,10.0,10.0,6.0,2.0,6.0,39.0,7.0,12.0,19.0,8.0,2,0.7272727272727273,0.21818181818181817,0.9454545454545454
6,7,7.0,6.0,14.0,10.0,5.0,5.0,5.0,36.0,4.0,8.0,18.0,8.0,2,0.6363636363636364,0.36363636363636365,1.0
7,8,8.0,5.0,9.0,17.0,4.0,3.0,5.0,38.0,10.0,10.0,12.0,9.0,2,0.2545454545454545,0.16363636363636364,0.41818181818181815
8,9,7.0,2.0,11.0,10.0,8.0,5.0,1.0,47.0,14.0,11.0,12.0,10.0,2,0.45454545454545453,0.05454545454545454,0.509090909090909
9,10,12.0,7.0,9.0,14.0,9.0,2.0,2.0,36.0,7.0,8.0,15.0,11.0,2,0.5272727272727272,0.2909090909090909,0.8181818181818181
10,11,9.0,5.0,14.0,10.0,6.0,4.0,6.0,34.0,9.0,7.0,18.0,6.0,2,0.5454545454545454,0.23636363636363636,0.7818181818181817
11,12,7.0,7.0,14.0,12.0,4.0,4.0,2.0,34.0,8.0,7.0,18.0,8.0,2,0.8545454545454545,0.43636363636363634,1.2909090909090908
12,13,12.0,7.0,13.0,14.0,3.0,1.0,4.0,32.0,10.0,6.0,14.0,11.0,2,0.09090909090909091,0.4727272727272727,0.5636363636363636
13,14,6.0,6.0,21.0,12.0,4.0,5.0,3.0,39.0,9.0,11.0,8.0,10.0,1,0.8,0.38181818181818183,1.1818181818181819
14,15,7.0,2.0,11.0,14.0,7.0,2.0,4.0,40.0,12.0,11.0,14.0,10.0,2,0.05454545454545454,0.2,0.2545454545454546
15,16,9.0,7.0,6.0,7.0,6.0,2.0,6.0,39.0,14.0,7.0,17.0,12.0,2,0.5818181818181818,0.03636363636363636,0.6181818181818182
