,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,6.0,1.0,5.0,17.0,13.0,4.0,4.0,37.0,6.0,5.0,3.0,28.0,2,0.2727272727272727,1.0,1.2727272727272727
1,2,4.0,5.0,5.0,19.0,19.0,5.0,7.0,43.0,11.0,1.0,2.0,13.0,2,0.12727272727272726,0.43636363636363634,0.5636363636363636
2,3,2.0,7.0,7.0,22.0,13.0,7.0,6.0,45.0,16.0,0.0,1.0,16.0,2,0.21818181818181817,0.5272727272727272,0.7454545454545454
3,4,4.0,8.0,7.0,22.0,11.0,6.0,7.0,49.0,15.0,2.0,1.0,8.0,2,0.43636363636363634,0.2,0.6363636363636364
4,5,3.0,2.0,4.0,17.0,19.0,7.0,5.0,50.0,15.0,3.0,4.0,10.0,2,0.23636363636363636,0.2727272727272727,0.509090909090909
5,6,4.0,4.0,6.0,21.0,17.0,9.0,4.0,45.0,9.0,2.0,2.0,18.0,2,0.8909090909090909,0.6181818181818182,1.509090909090909
6,7,1.0,7.0,5.0,21.0,16.0,10.0,5.0,59.0,13.0,3.0,1.0,8.0,2,0.36363636363636365,0.21818181818181817,0.5818181818181818
7,8,6.0,5.0,3.0,21.0,14.0,4.0,2.0,42.0,14.0,1.0,3.0,21.0,2,0.6181818181818182,0.7454545454545455,1.3636363636363638
8,9,7.0,7.0,5.0,25.0,13.0,3.0,3.0,41.0,11.0,4.0,4.0,10.0,2,0.2545454545454545,0.7818181818181819,1.0363636363636364
9,10,2.0,6.0,7.0,22.0,16.0,3.0,5.0,51.0,17.0,2.0,1.0,10.0,2,0.45454545454545453,0.36363636363636365,0.8181818181818181
10,11,4.0,7.0,11.0,23.0,14.0,6.0,3.0,45.0,8.0,2.0,3.0,10.0,2,0.8363636363636363,0.5818181818181818,1.418181818181818
11,12,3.0,8.0,4.0,25.0,16.0,8.0,5.0,47.0,7.0,2.0,2.0,14.0,2,0.38181818181818183,0.7090909090909091,1.0909090909090908
12,13,2.0,4.0,5.0,23.0,19.0,13.0,5.0,57.0,12.0,3.0,1.0,6.0,2,0.7090909090909091,0.4,1.1090909090909091
13,14,6.0,7.0,4.0,18.0,7.0,3.0,4.0,41.0,15.0,3.0,3.0,16.0,2,0.8727272727272727,0.18181818181818182,1.0545454545454545
