,Unnamed: 0,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,cpulimit,memorylimit
842,842.0,18.0,5.0,17.0,11.0,5.0,4.0,14.0,5.0,62.0,16.0,9.0,3.0,9.0,2.0,5
843,843.0,19.0,2.0,9.0,13.0,5.0,5.0,13.0,6.0,58.0,17.0,9.0,4.0,10.0,2.0,5
844,844.0,20.0,1.0,16.0,13.0,2.0,4.0,15.0,4.0,63.0,17.0,7.0,3.0,7.0,2.0,5
845,845.0,21.0,5.0,14.0,14.0,3.0,4.0,12.0,4.0,57.0,13.0,10.0,7.0,10.0,2.0,5
846,846.0,22.0,2.0,19.0,14.0,2.0,6.0,8.0,3.0,68.0,19.0,12.0,2.0,8.0,2.0,5
847,847.0,23.0,4.0,9.0,15.0,8.0,8.0,5.0,6.0,48.0,16.0,7.0,5.0,7.0,2.0,5
848,848.0,24.0,3.0,14.0,12.0,5.0,7.0,11.0,5.0,63.0,18.0,9.0,5.0,5.0,2.0,5
849,849.0,25.0,1.0,15.0,17.0,7.0,8.0,11.0,4.0,61.0,19.0,5.0,4.0,6.0,2.0,5
850,850.0,26.0,4.0,23.0,13.0,4.0,2.0,16.0,3.0,64.0,11.0,6.0,5.0,7.0,2.0,5
851,851.0,27.0,2.0,11.0,10.0,3.0,5.0,11.0,5.0,61.0,18.0,14.0,4.0,8.0,2.0,5
852,852.0,28.0,4.0,4.0,7.0,3.0,4.0,8.0,2.0,25.0,3.0,2.0,2.0,3.0,2.0,5
853,853.0,29.0,13.0,9.0,12.0,3.0,12.0,4.0,3.0,50.0,8.0,6.0,8.0,6.0,2.0,5
854,854.0,30.0,10.0,5.0,10.0,4.0,26.0,5.0,3.0,60.0,10.0,7.0,2.0,4.0,2.0,5
855,855.0,31.0,11.0,3.0,13.0,3.0,21.0,10.0,1.0,60.0,9.0,4.0,8.0,4.0,2.0,5
856,856.0,32.0,11.0,5.0,10.0,5.0,15.0,4.0,11.0,53.0,13.0,3.0,5.0,5.0,2.0,5
857,857.0,33.0,14.0,9.0,6.0,3.0,14.0,7.0,5.0,55.0,10.0,8.0,5.0,2.0,2.0,5
858,858.0,34.0,17.0,8.0,6.0,4.0,14.0,6.0,4.0,60.0,12.0,9.0,5.0,4.0,2.0,5
859,859.0,35.0,13.0,6.0,6.0,5.0,19.0,5.0,5.0,57.0,9.0,10.0,7.0,6.0,2.0,5
860,860.0,36.0,13.0,4.0,11.0,3.0,20.0,4.0,7.0,54.0,11.0,8.0,6.0,5.0,2.0,5
861,861.0,37.0,11.0,11.0,14.0,4.0,15.0,3.0,5.0,49.0,5.0,5.0,3.0,7.0,2.0,5
862,862.0,38.0,11.0,6.0,13.0,4.0,20.0,5.0,4.0,53.0,11.0,5.0,9.0,6.0,2.0,5
863,863.0,39.0,15.0,6.0,7.0,7.0,17.0,4.0,2.0,59.0,13.0,4.0,4.0,4.0,2.0,5
864,864.0,40.0,17.0,6.0,10.0,2.0,17.0,4.0,6.0,52.0,11.0,7.0,10.0,2.0,2.0,5
865,865.0,41.0,11.0,6.0,11.0,4.0,18.0,5.0,3.0,54.0,9.0,7.0,9.0,2.0,2.0,5
866,866.0,42.0,10.0,6.0,15.0,5.0,20.0,4.0,3.0,56.0,15.0,3.0,4.0,7.0,2.0,5
867,867.0,43.0,10.0,9.0,11.0,4.0,16.0,5.0,4.0,59.0,12.0,3.0,7.0,3.0,2.0,5
868,868.0,44.0,9.0,10.0,11.0,3.0,21.0,3.0,3.0,58.0,16.0,2.0,4.0,5.0,2.0,5
869,869.0,45.0,11.0,8.0,8.0,7.0,15.0,4.0,6.0,56.0,17.0,3.0,7.0,4.0,2.0,5
870,870.0,46.0,11.0,7.0,12.0,4.0,23.0,5.0,2.0,59.0,7.0,10.0,6.0,6.0,2.0,5
871,871.0,47.0,13.0,6.0,8.0,2.0,12.0,9.0,3.0,63.0,16.0,6.0,5.0,4.0,2.0,5
872,872.0,48.0,15.0,6.0,8.0,6.0,17.0,6.0,4.0,47.0,9.0,2.0,8.0,5.0,2.0,5
873,873.0,49.0,9.0,6.0,9.0,5.0,14.0,5.0,2.0,54.0,11.0,5.0,12.0,8.0,2.0,5
874,874.0,50.0,11.0,11.0,8.0,4.0,15.0,4.0,6.0,61.0,16.0,3.0,6.0,4.0,2.0,5
875,875.0,51.0,10.0,10.0,15.0,5.0,15.0,2.0,5.0,54.0,15.0,4.0,7.0,4.0,2.0,5
876,876.0,52.0,15.0,10.0,4.0,1.0,15.0,3.0,2.0,60.0,13.0,7.0,7.0,1.0,2.0,5
877,877.0,53.0,8.0,4.0,10.0,6.0,24.0,5.0,3.0,62.0,9.0,8.0,11.0,0.0,2.0,5
878,878.0,54.0,10.0,9.0,10.0,3.0,18.0,9.0,2.0,66.0,11.0,7.0,5.0,4.0,2.0,5
879,879.0,55.0,14.0,11.0,11.0,3.0,17.0,9.0,3.0,65.0,9.0,7.0,0.0,3.0,2.0,5
880,880.0,1.0,6.0,12.0,6.0,10.0,9.0,11.0,12.0,52.0,13.0,2.0,1.0,13.0,2.0,7
881,881.0,2.0,9.0,13.0,10.0,14.0,8.0,3.0,15.0,39.0,10.0,2.0,4.0,8.0,2.0,7
882,882.0,3.0,13.0,13.0,5.0,6.0,4.0,7.0,18.0,39.0,11.0,1.0,2.0,8.0,2.0,7
883,883.0,4.0,10.0,20.0,6.0,12.0,6.0,3.0,15.0,43.0,8.0,3.0,4.0,10.0,2.0,7
884,884.0,5.0,4.0,22.0,9.0,7.0,5.0,7.0,11.0,55.0,7.0,5.0,3.0,10.0,2.0,7
885,885.0,6.0,13.0,17.0,10.0,8.0,5.0,4.0,6.0,38.0,5.0,1.0,6.0,10.0,2.0,7
886,886.0,7.0,4.0,19.0,14.0,12.0,4.0,5.0,6.0,44.0,7.0,4.0,8.0,12.0,2.0,7
887,887.0,8.0,10.0,17.0,6.0,13.0,10.0,7.0,14.0,48.0,9.0,1.0,4.0,5.0,2.0,7
888,888.0,9.0,10.0,14.0,4.0,7.0,7.0,8.0,11.0,47.0,9.0,1.0,4.0,10.0,2.0,7
889,889.0,10.0,12.0,16.0,8.0,8.0,6.0,10.0,4.0,47.0,6.0,3.0,6.0,12.0,2.0,7
890,890.0,11.0,17.0,16.0,6.0,13.0,7.0,7.0,10.0,45.0,9.0,2.0,3.0,6.0,2.0,7
891,891.0,12.0,5.0,15.0,6.0,8.0,5.0,7.0,13.0,43.0,4.0,4.0,6.0,12.0,2.0,7
892,892.0,13.0,13.0,12.0,11.0,9.0,7.0,3.0,14.0,42.0,13.0,4.0,5.0,6.0,2.0,7
893,893.0,14.0,9.0,13.0,5.0,14.0,7.0,4.0,6.0,50.0,11.0,3.0,6.0,7.0,2.0,7
894,894.0,15.0,7.0,12.0,10.0,8.0,7.0,10.0,14.0,45.0,10.0,2.0,2.0,10.0,2.0,7
895,895.0,16.0,9.0,16.0,5.0,10.0,7.0,8.0,5.0,52.0,10.0,2.0,8.0,8.0,2.0,7
896,896.0,17.0,10.0,14.0,12.0,9.0,5.0,7.0,15.0,39.0,4.0,2.0,6.0,9.0,2.0,7
897,897.0,18.0,15.0,15.0,6.0,11.0,5.0,6.0,13.0,40.0,4.0,1.0,5.0,9.0,2.0,7
898,898.0,19.0,11.0,12.0,7.0,10.0,6.0,2.0,6.0,37.0,11.0,1.0,6.0,14.0,2.0,7
899,899.0,20.0,18.0,14.0,5.0,10.0,4.0,7.0,6.0,43.0,12.0,4.0,5.0,13.0,2.0,7
900,900.0,21.0,9.0,11.0,13.0,9.0,9.0,7.0,10.0,46.0,9.0,3.0,3.0,9.0,2.0,7
901,901.0,22.0,5.0,10.0,11.0,17.0,4.0,3.0,12.0,40.0,9.0,6.0,4.0,6.0,2.0,7
902,902.0,23.0,11.0,15.0,12.0,9.0,10.0,4.0,11.0,39.0,6.0,2.0,2.0,14.0,2.0,7
903,903.0,24.0,12.0,14.0,3.0,7.0,7.0,9.0,10.0,51.0,9.0,6.0,6.0,9.0,2.0,7
904,904.0,25.0,17.0,16.0,7.0,9.0,6.0,3.0,5.0,45.0,12.0,5.0,9.0,8.0,2.0,7
905,905.0,26.0,6.0,23.0,6.0,9.0,3.0,4.0,14.0,50.0,8.0,2.0,0.0,9.0,2.0,7
906,906.0,27.0,14.0,11.0,5.0,13.0,9.0,3.0,9.0,44.0,10.0,7.0,2.0,12.0,2.0,7
907,907.0,28.0,4.0,1.0,7.0,3.0,1.0,6.0,6.0,21.0,7.0,4.0,0.0,4.0,2.0,7
908,908.0,29.0,6.0,2.0,6.0,5.0,0.0,12.0,2.0,64.0,27.0,20.0,3.0,8.0,2.0,7
909,909.0,30.0,9.0,4.0,17.0,6.0,5.0,10.0,1.0,58.0,21.0,16.0,4.0,5.0,2.0,7
910,910.0,31.0,4.0,5.0,11.0,5.0,5.0,8.0,5.0,61.0,22.0,17.0,1.0,6.0,2.0,7
911,911.0,32.0,11.0,3.0,8.0,12.0,4.0,5.0,6.0,49.0,19.0,15.0,7.0,4.0,2.0,7
912,912.0,33.0,9.0,5.0,9.0,7.0,4.0,8.0,4.0,59.0,24.0,12.0,4.0,8.0,2.0,7
913,913.0,34.0,5.0,8.0,14.0,9.0,4.0,7.0,5.0,59.0,27.0,10.0,2.0,6.0,2.0,7
914,914.0,35.0,8.0,2.0,9.0,5.0,4.0,4.0,4.0,58.0,21.0,18.0,2.0,4.0,2.0,7
915,915.0,36.0,11.0,6.0,8.0,9.0,5.0,8.0,1.0,58.0,30.0,6.0,3.0,10.0,2.0,7
916,916.0,37.0,5.0,5.0,11.0,7.0,3.0,8.0,4.0,62.0,28.0,12.0,4.0,7.0,2.0,7
917,917.0,38.0,11.0,1.0,14.0,8.0,4.0,7.0,7.0,55.0,26.0,12.0,0.0,5.0,2.0,7
918,918.0,39.0,8.0,4.0,13.0,3.0,4.0,8.0,4.0,63.0,36.0,10.0,1.0,8.0,2.0,7
919,919.0,40.0,4.0,3.0,11.0,5.0,6.0,4.0,5.0,52.0,24.0,12.0,1.0,12.0,2.0,7
920,920.0,41.0,8.0,4.0,11.0,6.0,1.0,8.0,3.0,60.0,32.0,11.0,4.0,8.0,2.0,7
921,921.0,42.0,6.0,4.0,10.0,7.0,3.0,10.0,3.0,59.0,25.0,14.0,3.0,12.0,2.0,7
922,922.0,43.0,3.0,2.0,8.0,8.0,2.0,13.0,6.0,62.0,28.0,12.0,6.0,7.0,2.0,7
923,923.0,44.0,3.0,4.0,9.0,5.0,4.0,10.0,6.0,60.0,26.0,12.0,3.0,10.0,2.0,7
924,924.0,45.0,5.0,2.0,17.0,7.0,3.0,3.0,4.0,54.0,28.0,11.0,3.0,6.0,2.0,7
925,925.0,46.0,8.0,3.0,5.0,4.0,5.0,8.0,4.0,68.0,34.0,14.0,4.0,5.0,2.0,7
926,926.0,47.0,5.0,4.0,7.0,8.0,1.0,6.0,5.0,66.0,32.0,19.0,3.0,6.0,2.0,7
927,927.0,48.0,8.0,3.0,11.0,7.0,5.0,7.0,7.0,58.0,23.0,15.0,3.0,6.0,2.0,7
928,928.0,49.0,5.0,4.0,9.0,10.0,5.0,4.0,2.0,64.0,39.0,9.0,5.0,5.0,2.0,7
929,929.0,50.0,5.0,4.0,16.0,6.0,4.0,5.0,3.0,53.0,26.0,11.0,2.0,5.0,2.0,7
930,930.0,51.0,3.0,3.0,13.0,8.0,1.0,3.0,3.0,56.0,34.0,13.0,4.0,13.0,2.0,7
931,931.0,52.0,10.0,3.0,10.0,4.0,3.0,4.0,5.0,61.0,32.0,17.0,2.0,8.0,2.0,7
932,932.0,53.0,9.0,3.0,13.0,2.0,4.0,9.0,2.0,55.0,15.0,18.0,4.0,5.0,2.0,7
933,933.0,54.0,11.0,3.0,9.0,7.0,5.0,7.0,10.0,49.0,21.0,11.0,6.0,8.0,2.0,7
934,934.0,55.0,11.0,4.0,13.0,7.0,3.0,10.0,3.0,58.0,28.0,7.0,4.0,4.0,2.0,7
935,935.0,1.0,10.0,12.0,5.0,4.0,9.0,14.0,2.0,65.0,9.0,7.0,9.0,4.0,3.0,2
936,936.0,2.0,7.0,11.0,8.0,4.0,12.0,12.0,3.0,63.0,7.0,7.0,10.0,4.0,3.0,2
937,937.0,3.0,8.0,14.0,7.0,5.0,14.0,8.0,2.0,64.0,6.0,13.0,10.0,3.0,3.0,2
938,938.0,4.0,13.0,8.0,0.0,7.0,15.0,8.0,3.0,55.0,10.0,10.0,7.0,7.0,3.0,2
939,939.0,5.0,11.0,8.0,5.0,3.0,10.0,10.0,1.0,59.0,9.0,10.0,13.0,6.0,3.0,2
940,940.0,6.0,12.0,9.0,9.0,3.0,12.0,8.0,1.0,57.0,10.0,9.0,10.0,8.0,3.0,2
941,941.0,7.0,10.0,8.0,3.0,5.0,12.0,14.0,3.0,61.0,7.0,9.0,7.0,4.0,3.0,2
942,942.0,8.0,10.0,14.0,4.0,2.0,12.0,15.0,4.0,68.0,5.0,13.0,8.0,3.0,3.0,2
943,943.0,9.0,7.0,9.0,10.0,8.0,9.0,6.0,3.0,56.0,12.0,11.0,10.0,5.0,3.0,2
944,944.0,10.0,8.0,7.0,9.0,1.0,2.0,17.0,7.0,59.0,10.0,12.0,10.0,5.0,3.0,2
945,945.0,11.0,11.0,8.0,7.0,5.0,8.0,6.0,9.0,49.0,13.0,7.0,7.0,5.0,3.0,2
946,946.0,12.0,5.0,15.0,5.0,4.0,9.0,13.0,2.0,71.0,13.0,9.0,11.0,2.0,3.0,2
947,947.0,13.0,7.0,11.0,4.0,4.0,8.0,14.0,3.0,61.0,9.0,12.0,13.0,7.0,3.0,2
948,948.0,14.0,5.0,14.0,7.0,2.0,5.0,15.0,2.0,67.0,16.0,10.0,7.0,10.0,3.0,2
949,949.0,15.0,11.0,15.0,4.0,7.0,11.0,7.0,3.0,56.0,7.0,5.0,9.0,4.0,3.0,2
950,950.0,16.0,14.0,15.0,3.0,3.0,10.0,10.0,4.0,60.0,6.0,11.0,9.0,5.0,3.0,2
951,951.0,17.0,7.0,9.0,5.0,2.0,9.0,10.0,3.0,66.0,15.0,13.0,10.0,6.0,3.0,2
952,952.0,18.0,12.0,15.0,5.0,4.0,10.0,9.0,0.0,64.0,10.0,11.0,10.0,5.0,3.0,2
953,953.0,19.0,12.0,14.0,0.0,4.0,9.0,9.0,5.0,57.0,10.0,9.0,6.0,10.0,3.0,2
954,954.0,20.0,12.0,9.0,6.0,4.0,15.0,8.0,0.0,65.0,13.0,8.0,9.0,2.0,3.0,2
955,955.0,21.0,15.0,8.0,8.0,8.0,7.0,9.0,3.0,46.0,9.0,5.0,15.0,3.0,3.0,2
956,956.0,22.0,11.0,11.0,7.0,4.0,8.0,8.0,5.0,51.0,6.0,7.0,14.0,8.0,3.0,2
957,957.0,23.0,7.0,8.0,2.0,3.0,12.0,13.0,5.0,59.0,10.0,7.0,13.0,9.0,3.0,2
958,958.0,24.0,16.0,10.0,2.0,1.0,11.0,9.0,4.0,62.0,9.0,8.0,9.0,3.0,3.0,2
959,959.0,25.0,13.0,16.0,4.0,3.0,7.0,9.0,1.0,61.0,10.0,9.0,11.0,2.0,3.0,2
960,960.0,26.0,14.0,16.0,3.0,7.0,6.0,14.0,2.0,62.0,7.0,4.0,9.0,3.0,3.0,2
961,961.0,27.0,10.0,8.0,3.0,6.0,11.0,12.0,2.0,59.0,8.0,7.0,7.0,12.0,3.0,2
962,962.0,28.0,3.0,4.0,5.0,1.0,2.0,4.0,6.0,20.0,4.0,1.0,5.0,2.0,3.0,2
963,963.0,29.0,1.0,8.0,3.0,7.0,9.0,9.0,9.0,57.0,12.0,6.0,9.0,8.0,3.0,2
964,964.0,30.0,4.0,3.0,10.0,3.0,7.0,13.0,17.0,51.0,9.0,8.0,12.0,3.0,3.0,2
965,965.0,31.0,4.0,6.0,4.0,9.0,4.0,5.0,23.0,48.0,19.0,6.0,9.0,3.0,3.0,2
966,966.0,32.0,3.0,4.0,7.0,13.0,5.0,4.0,13.0,41.0,15.0,5.0,17.0,5.0,3.0,2
967,967.0,33.0,3.0,5.0,8.0,14.0,3.0,9.0,8.0,37.0,7.0,3.0,15.0,8.0,3.0,2
968,968.0,34.0,4.0,6.0,9.0,6.0,3.0,8.0,7.0,53.0,10.0,8.0,12.0,7.0,3.0,2
969,969.0,35.0,4.0,4.0,8.0,9.0,4.0,10.0,14.0,39.0,9.0,4.0,17.0,9.0,3.0,2
970,970.0,36.0,4.0,8.0,7.0,9.0,1.0,7.0,17.0,41.0,5.0,3.0,15.0,7.0,3.0,2
971,971.0,37.0,3.0,6.0,7.0,10.0,7.0,6.0,15.0,49.0,13.0,6.0,9.0,7.0,3.0,2
972,972.0,38.0,6.0,9.0,6.0,8.0,5.0,8.0,14.0,44.0,12.0,4.0,11.0,3.0,3.0,2
973,973.0,39.0,5.0,2.0,5.0,11.0,3.0,8.0,20.0,43.0,10.0,9.0,11.0,5.0,3.0,2
974,974.0,40.0,7.0,2.0,7.0,15.0,6.0,9.0,9.0,40.0,13.0,1.0,15.0,5.0,3.0,2
975,975.0,41.0,1.0,8.0,9.0,5.0,7.0,9.0,11.0,59.0,10.0,14.0,9.0,6.0,3.0,2
976,976.0,42.0,1.0,7.0,6.0,12.0,6.0,7.0,12.0,51.0,12.0,6.0,12.0,6.0,3.0,2
977,977.0,43.0,1.0,4.0,2.0,6.0,7.0,6.0,22.0,47.0,9.0,10.0,12.0,10.0,3.0,2
978,978.0,44.0,1.0,4.0,9.0,9.0,2.0,6.0,14.0,42.0,14.0,9.0,14.0,5.0,3.0,2
979,979.0,45.0,3.0,8.0,9.0,8.0,5.0,6.0,14.0,43.0,11.0,6.0,15.0,6.0,3.0,2
980,980.0,46.0,2.0,2.0,11.0,9.0,8.0,5.0,14.0,48.0,8.0,9.0,11.0,4.0,3.0,2
981,981.0,47.0,2.0,5.0,9.0,8.0,6.0,10.0,12.0,44.0,8.0,3.0,18.0,7.0,3.0,2
982,982.0,48.0,5.0,7.0,5.0,12.0,7.0,11.0,11.0,47.0,6.0,6.0,14.0,5.0,3.0,2
983,983.0,49.0,2.0,6.0,6.0,18.0,4.0,4.0,11.0,35.0,4.0,7.0,18.0,6.0,3.0,2
984,984.0,50.0,1.0,13.0,9.0,5.0,10.0,7.0,15.0,55.0,5.0,7.0,11.0,4.0,3.0,2
985,985.0,51.0,2.0,6.0,4.0,7.0,7.0,11.0,10.0,54.0,12.0,5.0,8.0,12.0,3.0,2
986,986.0,52.0,3.0,5.0,4.0,8.0,6.0,11.0,22.0,40.0,7.0,3.0,12.0,10.0,3.0,2
987,987.0,53.0,2.0,4.0,6.0,7.0,7.0,9.0,12.0,51.0,17.0,7.0,16.0,6.0,3.0,2
988,988.0,54.0,4.0,1.0,7.0,6.0,11.0,7.0,18.0,49.0,15.0,6.0,8.0,7.0,3.0,2
989,989.0,55.0,3.0,5.0,5.0,8.0,4.0,11.0,13.0,45.0,13.0,4.0,14.0,8.0,3.0,2
990,990.0,1.0,10.0,5.0,7.0,10.0,13.0,5.0,5.0,46.0,13.0,4.0,3.0,15.0,3.5,7
991,991.0,2.0,8.0,6.0,7.0,10.0,9.0,4.0,1.0,64.0,20.0,15.0,0.0,6.0,3.5,7
992,992.0,3.0,16.0,5.0,11.0,8.0,11.0,5.0,2.0,42.0,6.0,8.0,5.0,16.0,3.5,7
993,993.0,4.0,11.0,5.0,3.0,9.0,10.0,1.0,2.0,54.0,21.0,12.0,4.0,13.0,3.5,7
994,994.0,5.0,13.0,6.0,1.0,8.0,11.0,4.0,4.0,57.0,22.0,8.0,1.0,11.0,3.5,7
995,995.0,6.0,11.0,4.0,7.0,13.0,10.0,2.0,1.0,48.0,17.0,8.0,5.0,14.0,3.5,7
996,996.0,7.0,7.0,4.0,11.0,6.0,15.0,5.0,2.0,60.0,13.0,14.0,5.0,9.0,3.5,7
997,997.0,8.0,8.0,3.0,7.0,13.0,13.0,2.0,4.0,49.0,22.0,4.0,3.0,15.0,3.5,7
998,998.0,9.0,12.0,3.0,11.0,10.0,10.0,2.0,3.0,47.0,13.0,11.0,0.0,13.0,3.5,7
999,999.0,10.0,14.0,5.0,10.0,7.0,9.0,4.0,1.0,52.0,13.0,10.0,4.0,7.0,3.5,7
1000,1000.0,11.0,12.0,3.0,15.0,11.0,9.0,6.0,2.0,42.0,12.0,8.0,4.0,14.0,3.5,7
1001,1001.0,12.0,7.0,5.0,10.0,13.0,11.0,5.0,3.0,53.0,15.0,10.0,4.0,10.0,3.5,7
1002,1002.0,13.0,14.0,3.0,5.0,10.0,15.0,6.0,2.0,51.0,13.0,11.0,4.0,5.0,3.5,7
1003,1003.0,14.0,13.0,2.0,12.0,13.0,13.0,3.0,2.0,44.0,13.0,5.0,0.0,15.0,3.5,7
1004,1004.0,15.0,10.0,2.0,5.0,11.0,13.0,1.0,4.0,55.0,19.0,12.0,7.0,8.0,3.5,7
1005,1005.0,16.0,14.0,6.0,8.0,13.0,7.0,3.0,4.0,46.0,15.0,12.0,1.0,6.0,3.5,7
1006,1006.0,17.0,14.0,8.0,9.0,11.0,7.0,2.0,5.0,47.0,16.0,10.0,2.0,12.0,3.5,7
1007,1007.0,18.0,12.0,5.0,7.0,17.0,12.0,1.0,1.0,49.0,13.0,9.0,4.0,8.0,3.5,7
1008,1008.0,19.0,16.0,3.0,4.0,8.0,12.0,4.0,3.0,46.0,15.0,9.0,7.0,8.0,3.5,7
1009,1009.0,20.0,12.0,5.0,12.0,8.0,9.0,0.0,4.0,54.0,19.0,13.0,2.0,8.0,3.5,7
1010,1010.0,21.0,11.0,10.0,10.0,10.0,12.0,4.0,3.0,51.0,14.0,7.0,2.0,13.0,3.5,7
1011,1011.0,22.0,15.0,8.0,9.0,5.0,9.0,5.0,3.0,55.0,19.0,9.0,3.0,7.0,3.5,7
1012,1012.0,23.0,16.0,6.0,9.0,9.0,9.0,5.0,1.0,49.0,17.0,7.0,4.0,7.0,3.5,7
1013,1013.0,24.0,11.0,6.0,8.0,19.0,8.0,2.0,3.0,46.0,12.0,13.0,1.0,10.0,3.5,7
1014,1014.0,25.0,9.0,2.0,7.0,7.0,12.0,3.0,6.0,45.0,15.0,8.0,9.0,17.0,3.5,7
1015,1015.0,26.0,11.0,6.0,7.0,6.0,14.0,2.0,8.0,55.0,16.0,6.0,2.0,10.0,3.5,7
1016,1016.0,27.0,11.0,7.0,5.0,7.0,12.0,3.0,2.0,54.0,12.0,9.0,9.0,7.0,3.5,7
1017,1017.0,28.0,1.0,2.0,4.0,5.0,5.0,1.0,6.0,25.0,9.0,4.0,3.0,4.0,3.5,7
1018,1018.0,29.0,7.0,7.0,5.0,7.0,6.0,6.0,3.0,50.0,22.0,6.0,12.0,3.0,3.5,7
1019,1019.0,30.0,7.0,6.0,7.0,5.0,9.0,5.0,5.0,67.0,33.0,8.0,6.0,3.0,3.5,7
1020,1020.0,31.0,6.0,5.0,8.0,5.0,1.0,7.0,2.0,60.0,30.0,9.0,14.0,5.0,3.5,7
1021,1021.0,32.0,15.0,4.0,5.0,8.0,2.0,7.0,5.0,46.0,20.0,7.0,17.0,4.0,3.5,7
1022,1022.0,33.0,6.0,8.0,4.0,4.0,6.0,6.0,3.0,61.0,29.0,4.0,7.0,5.0,3.5,7
1023,1023.0,34.0,8.0,7.0,8.0,5.0,8.0,7.0,7.0,56.0,27.0,4.0,11.0,5.0,3.5,7
1024,1024.0,35.0,12.0,8.0,3.0,6.0,3.0,5.0,6.0,59.0,26.0,9.0,8.0,6.0,3.5,7
1025,1025.0,36.0,6.0,7.0,4.0,7.0,6.0,9.0,4.0,59.0,22.0,5.0,10.0,7.0,3.5,7
1026,1026.0,37.0,8.0,7.0,7.0,8.0,2.0,3.0,3.0,52.0,23.0,9.0,10.0,5.0,3.5,7
1027,1027.0,38.0,7.0,11.0,5.0,9.0,3.0,5.0,1.0,56.0,25.0,4.0,14.0,8.0,3.5,7
1028,1028.0,39.0,9.0,8.0,5.0,8.0,2.0,6.0,2.0,61.0,27.0,6.0,14.0,1.0,3.5,7
1029,1029.0,40.0,14.0,10.0,6.0,2.0,4.0,10.0,3.0,54.0,19.0,3.0,11.0,10.0,3.5,7
1030,1030.0,41.0,3.0,6.0,8.0,10.0,11.0,4.0,3.0,54.0,25.0,6.0,11.0,9.0,3.5,7
1031,1031.0,42.0,10.0,8.0,7.0,8.0,6.0,7.0,1.0,56.0,25.0,9.0,7.0,6.0,3.5,7
1032,1032.0,43.0,3.0,9.0,8.0,5.0,6.0,8.0,1.0,69.0,30.0,7.0,8.0,3.0,3.5,7
1033,1033.0,44.0,6.0,7.0,5.0,9.0,6.0,7.0,4.0,59.0,21.0,10.0,10.0,7.0,3.5,7
1034,1034.0,45.0,10.0,11.0,4.0,5.0,7.0,4.0,4.0,66.0,29.0,9.0,9.0,2.0,3.5,7
1035,1035.0,46.0,11.0,9.0,3.0,13.0,3.0,5.0,2.0,59.0,28.0,7.0,9.0,2.0,3.5,7
1036,1036.0,47.0,9.0,8.0,3.0,11.0,2.0,7.0,4.0,57.0,28.0,10.0,7.0,2.0,3.5,7
1037,1037.0,48.0,11.0,7.0,3.0,5.0,5.0,10.0,5.0,61.0,26.0,7.0,9.0,4.0,3.5,7
1038,1038.0,49.0,7.0,9.0,7.0,8.0,8.0,7.0,0.0,60.0,24.0,7.0,13.0,5.0,3.5,7
1039,1039.0,50.0,7.0,8.0,5.0,2.0,5.0,8.0,4.0,61.0,26.0,6.0,15.0,6.0,3.5,7
1040,1040.0,51.0,8.0,7.0,4.0,12.0,10.0,10.0,2.0,60.0,19.0,11.0,8.0,6.0,3.5,7
1041,1041.0,52.0,5.0,9.0,3.0,4.0,4.0,6.0,4.0,65.0,37.0,4.0,9.0,6.0,3.5,7
1042,1042.0,53.0,13.0,7.0,5.0,4.0,0.0,5.0,1.0,55.0,30.0,4.0,10.0,9.0,3.5,7
1043,1043.0,54.0,8.0,6.0,1.0,5.0,4.0,7.0,3.0,66.0,31.0,9.0,7.0,8.0,3.5,7
1044,1044.0,55.0,7.0,9.0,7.0,7.0,4.0,14.0,3.0,62.0,24.0,6.0,10.0,3.0,3.5,7
1045,1045.0,1.0,12.0,6.0,8.0,5.0,10.0,10.0,8.0,53.0,20.0,4.0,3.0,10.0,2.5,6
1046,1046.0,2.0,4.0,9.0,9.0,2.0,12.0,7.0,7.0,61.0,20.0,7.0,3.0,7.0,2.5,6
1047,1047.0,3.0,10.0,9.0,3.0,2.0,6.0,12.0,8.0,61.0,20.0,9.0,3.0,13.0,2.5,6
1048,1048.0,4.0,8.0,4.0,10.0,4.0,15.0,11.0,6.0,58.0,18.0,6.0,3.0,8.0,2.5,6
1049,1049.0,5.0,8.0,10.0,10.0,4.0,5.0,7.0,10.0,53.0,26.0,2.0,2.0,11.0,2.5,6
1050,1050.0,6.0,6.0,5.0,9.0,6.0,11.0,6.0,6.0,50.0,17.0,7.0,5.0,13.0,2.5,6
1051,1051.0,7.0,6.0,5.0,8.0,2.0,10.0,12.0,2.0,63.0,22.0,10.0,3.0,11.0,2.5,6
1052,1052.0,8.0,11.0,9.0,3.0,4.0,10.0,11.0,5.0,60.0,20.0,7.0,2.0,11.0,2.5,6
1053,1053.0,9.0,9.0,5.0,8.0,1.0,21.0,10.0,13.0,56.0,13.0,2.0,5.0,7.0,2.5,6
1054,1054.0,10.0,8.0,12.0,10.0,3.0,10.0,8.0,8.0,58.0,19.0,3.0,7.0,6.0,2.5,6
1055,1055.0,11.0,7.0,11.0,11.0,6.0,4.0,16.0,4.0,58.0,18.0,7.0,2.0,9.0,2.5,6
1056,1056.0,12.0,11.0,3.0,5.0,3.0,8.0,11.0,8.0,54.0,21.0,5.0,4.0,10.0,2.5,6
