,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,cpulimit,memorylimit
1677,28.0,3.0,4.0,6.0,0.0,1.0,2.0,1.0,20.0,7.0,3.0,5.0,6.0,2.0,6
1678,29.0,4.0,11.0,10.0,4.0,12.0,8.0,5.0,66.0,9.0,18.0,1.0,4.0,2.0,6
1679,30.0,2.0,14.0,11.0,4.0,8.0,7.0,3.0,65.0,18.0,10.0,8.0,7.0,2.0,6
1680,31.0,2.0,9.0,7.0,12.0,17.0,1.0,2.0,56.0,11.0,13.0,8.0,13.0,2.0,6
1681,32.0,3.0,11.0,7.0,2.0,3.0,9.0,6.0,62.0,18.0,16.0,5.0,15.0,2.0,6
1682,33.0,1.0,6.0,10.0,5.0,11.0,8.0,4.0,60.0,9.0,14.0,0.0,10.0,2.0,6
1683,34.0,5.0,3.0,13.0,4.0,13.0,4.0,5.0,57.0,16.0,10.0,5.0,11.0,2.0,6
1684,35.0,3.0,11.0,8.0,10.0,7.0,7.0,6.0,55.0,9.0,13.0,6.0,12.0,2.0,6
1685,36.0,2.0,8.0,13.0,7.0,11.0,7.0,2.0,62.0,11.0,18.0,1.0,12.0,2.0,6
1686,37.0,8.0,11.0,11.0,8.0,13.0,5.0,4.0,51.0,12.0,7.0,5.0,7.0,2.0,6
1687,38.0,3.0,16.0,6.0,2.0,8.0,8.0,3.0,72.0,15.0,12.0,1.0,10.0,2.0,6
1688,39.0,3.0,7.0,11.0,10.0,4.0,8.0,9.0,56.0,17.0,10.0,4.0,7.0,2.0,6
1689,40.0,5.0,8.0,10.0,6.0,8.0,4.0,1.0,64.0,17.0,21.0,2.0,12.0,2.0,6
1690,41.0,5.0,10.0,10.0,5.0,6.0,6.0,6.0,53.0,12.0,9.0,2.0,10.0,2.0,6
1691,42.0,4.0,8.0,14.0,6.0,8.0,5.0,5.0,54.0,9.0,13.0,6.0,10.0,2.0,6
1692,43.0,2.0,6.0,13.0,2.0,8.0,2.0,5.0,58.0,18.0,11.0,6.0,14.0,2.0,6
1693,44.0,3.0,3.0,10.0,5.0,13.0,11.0,6.0,67.0,16.0,11.0,2.0,7.0,2.0,6
1694,45.0,2.0,12.0,9.0,6.0,5.0,8.0,3.0,53.0,15.0,8.0,3.0,18.0,2.0,6
1695,46.0,1.0,9.0,11.0,4.0,9.0,3.0,5.0,58.0,17.0,12.0,6.0,12.0,2.0,6
1696,47.0,2.0,10.0,8.0,5.0,5.0,8.0,7.0,56.0,8.0,14.0,6.0,15.0,2.0,6
1697,48.0,3.0,14.0,13.0,6.0,11.0,4.0,3.0,57.0,5.0,13.0,5.0,10.0,2.0,6
1698,49.0,4.0,9.0,10.0,3.0,10.0,4.0,7.0,63.0,16.0,16.0,6.0,5.0,2.0,6
1699,50.0,3.0,10.0,11.0,4.0,10.0,9.0,4.0,65.0,13.0,15.0,5.0,7.0,2.0,6
1700,51.0,5.0,4.0,14.0,4.0,8.0,3.0,1.0,58.0,21.0,13.0,4.0,11.0,2.0,6
1701,52.0,2.0,13.0,10.0,3.0,12.0,3.0,4.0,62.0,12.0,12.0,5.0,13.0,2.0,6
1702,53.0,10.0,5.0,8.0,2.0,10.0,4.0,1.0,65.0,20.0,13.0,10.0,4.0,2.0,6
1703,54.0,2.0,8.0,4.0,9.0,8.0,8.0,4.0,60.0,20.0,9.0,7.0,9.0,2.0,6
1704,55.0,4.0,9.0,13.0,5.0,9.0,8.0,4.0,57.0,10.0,10.0,6.0,10.0,2.0,6
1705,1.0,6.0,5.0,6.0,8.0,5.0,12.0,4.0,65.0,20.0,6.0,8.0,3.0,2.5,2
1706,2.0,9.0,4.0,9.0,8.0,5.0,12.0,5.0,53.0,16.0,1.0,10.0,6.0,2.5,2
1707,3.0,3.0,5.0,4.0,5.0,10.0,6.0,9.0,50.0,11.0,6.0,13.0,6.0,2.5,2
1708,4.0,6.0,7.0,10.0,5.0,2.0,14.0,3.0,57.0,17.0,1.0,11.0,8.0,2.5,2
1709,5.0,6.0,7.0,8.0,9.0,5.0,11.0,6.0,56.0,13.0,0.0,6.0,9.0,2.5,2
1710,6.0,4.0,8.0,12.0,8.0,2.0,5.0,4.0,50.0,15.0,1.0,16.0,6.0,2.5,2
1711,7.0,6.0,9.0,9.0,4.0,3.0,10.0,3.0,53.0,15.0,2.0,11.0,4.0,2.5,2
1712,8.0,5.0,4.0,12.0,6.0,4.0,12.0,4.0,53.0,15.0,3.0,12.0,8.0,2.5,2
1713,9.0,4.0,5.0,9.0,5.0,4.0,11.0,5.0,61.0,25.0,4.0,12.0,4.0,2.5,2
1714,10.0,6.0,2.0,5.0,10.0,1.0,11.0,11.0,48.0,14.0,2.0,11.0,9.0,2.5,2
1715,11.0,7.0,9.0,10.0,7.0,7.0,6.0,2.0,46.0,12.0,4.0,16.0,4.0,2.5,2
1716,12.0,4.0,8.0,14.0,3.0,3.0,8.0,3.0,60.0,22.0,3.0,8.0,6.0,2.5,2
1717,13.0,8.0,5.0,7.0,11.0,10.0,8.0,4.0,54.0,13.0,3.0,15.0,1.0,2.5,2
1718,14.0,4.0,5.0,8.0,7.0,7.0,6.0,4.0,63.0,25.0,2.0,10.0,4.0,2.5,2
1719,15.0,7.0,9.0,6.0,5.0,4.0,13.0,5.0,63.0,19.0,1.0,11.0,3.0,2.5,2
1720,16.0,6.0,11.0,6.0,6.0,4.0,9.0,8.0,58.0,17.0,4.0,10.0,2.0,2.5,2
1721,17.0,5.0,9.0,7.0,4.0,7.0,7.0,4.0,54.0,15.0,2.0,14.0,6.0,2.5,2
1722,18.0,3.0,4.0,5.0,5.0,7.0,9.0,2.0,65.0,27.0,4.0,15.0,5.0,2.5,2
1723,19.0,11.0,4.0,7.0,5.0,4.0,10.0,7.0,53.0,23.0,5.0,13.0,4.0,2.5,2
1724,20.0,7.0,9.0,7.0,6.0,5.0,10.0,2.0,52.0,17.0,2.0,17.0,4.0,2.5,2
1725,21.0,6.0,8.0,4.0,11.0,6.0,13.0,3.0,62.0,22.0,3.0,6.0,3.0,2.5,2
1726,22.0,7.0,9.0,7.0,12.0,10.0,10.0,8.0,54.0,13.0,5.0,10.0,2.0,2.5,2
1727,23.0,7.0,7.0,8.0,5.0,11.0,7.0,3.0,65.0,26.0,1.0,7.0,5.0,2.5,2
1728,24.0,3.0,3.0,7.0,11.0,4.0,13.0,3.0,58.0,16.0,5.0,13.0,5.0,2.5,2
1729,25.0,7.0,6.0,11.0,9.0,3.0,8.0,4.0,45.0,17.0,2.0,11.0,8.0,2.5,2
1730,26.0,2.0,3.0,4.0,7.0,10.0,16.0,2.0,62.0,18.0,3.0,13.0,5.0,2.5,2
1731,27.0,5.0,11.0,10.0,9.0,2.0,11.0,6.0,54.0,16.0,3.0,15.0,1.0,2.5,2
1732,28.0,3.0,3.0,6.0,3.0,6.0,8.0,0.0,29.0,6.0,2.0,7.0,3.0,2.5,2
1733,29.0,9.0,11.0,6.0,3.0,14.0,8.0,4.0,60.0,17.0,2.0,4.0,8.0,2.5,2
1734,30.0,7.0,8.0,3.0,4.0,8.0,4.0,5.0,57.0,23.0,1.0,6.0,8.0,2.5,2
1735,31.0,6.0,10.0,5.0,5.0,10.0,5.0,4.0,67.0,34.0,1.0,7.0,6.0,2.5,2
1736,32.0,9.0,9.0,4.0,6.0,15.0,6.0,5.0,61.0,18.0,1.0,6.0,9.0,2.5,2
1737,33.0,11.0,13.0,0.0,9.0,9.0,7.0,7.0,58.0,20.0,3.0,11.0,3.0,2.5,2
1738,34.0,12.0,11.0,1.0,7.0,15.0,7.0,5.0,60.0,20.0,2.0,7.0,4.0,2.5,2
1739,35.0,7.0,9.0,4.0,9.0,10.0,1.0,2.0,61.0,25.0,6.0,7.0,5.0,2.5,2
1740,36.0,15.0,16.0,1.0,2.0,11.0,5.0,8.0,66.0,27.0,3.0,3.0,5.0,2.5,2
1741,37.0,10.0,12.0,3.0,2.0,19.0,2.0,5.0,66.0,21.0,3.0,8.0,6.0,2.5,2
1742,38.0,10.0,12.0,3.0,9.0,18.0,9.0,5.0,58.0,12.0,3.0,5.0,4.0,2.5,2
1743,39.0,10.0,11.0,6.0,5.0,14.0,7.0,3.0,57.0,17.0,2.0,8.0,7.0,2.5,2
1744,40.0,13.0,15.0,8.0,3.0,11.0,5.0,6.0,60.0,18.0,6.0,6.0,4.0,2.5,2
1745,41.0,16.0,11.0,3.0,8.0,14.0,5.0,3.0,61.0,21.0,3.0,4.0,5.0,2.5,2
1746,42.0,5.0,14.0,4.0,5.0,14.0,5.0,4.0,69.0,17.0,6.0,6.0,5.0,2.5,2
1747,43.0,10.0,14.0,2.0,9.0,10.0,7.0,4.0,59.0,19.0,3.0,4.0,4.0,2.5,2
1748,44.0,14.0,10.0,5.0,7.0,15.0,3.0,3.0,61.0,18.0,5.0,6.0,4.0,2.5,2
1749,45.0,12.0,11.0,2.0,9.0,12.0,4.0,7.0,58.0,21.0,2.0,7.0,5.0,2.5,2
1750,46.0,9.0,15.0,4.0,5.0,12.0,7.0,8.0,66.0,21.0,3.0,6.0,2.0,2.5,2
1751,47.0,13.0,5.0,3.0,6.0,11.0,9.0,1.0,56.0,15.0,6.0,11.0,1.0,2.5,2
1752,48.0,15.0,12.0,8.0,8.0,11.0,5.0,3.0,55.0,17.0,0.0,6.0,4.0,2.5,2
1753,49.0,9.0,6.0,5.0,10.0,11.0,5.0,4.0,62.0,28.0,4.0,6.0,4.0,2.5,2
1754,50.0,15.0,7.0,5.0,6.0,15.0,6.0,1.0,63.0,25.0,0.0,10.0,0.0,2.5,2
1755,51.0,9.0,13.0,6.0,8.0,9.0,9.0,3.0,62.0,18.0,7.0,5.0,3.0,2.5,2
1756,52.0,11.0,9.0,2.0,4.0,19.0,3.0,3.0,64.0,24.0,2.0,7.0,7.0,2.5,2
1757,53.0,12.0,14.0,5.0,5.0,12.0,6.0,5.0,59.0,16.0,3.0,9.0,2.0,2.5,2
1758,54.0,15.0,6.0,4.0,3.0,13.0,4.0,4.0,60.0,22.0,3.0,4.0,9.0,2.5,2
1759,55.0,9.0,11.0,7.0,7.0,8.0,7.0,1.0,67.0,29.0,2.0,4.0,5.0,2.5,2
1760,1.0,7.0,3.0,15.0,7.0,8.0,4.0,5.0,48.0,21.0,10.0,8.0,4.0,2.5,7
1761,2.0,8.0,4.0,11.0,6.0,13.0,7.0,5.0,50.0,16.0,6.0,18.0,2.0,2.5,7
1762,3.0,6.0,2.0,10.0,6.0,8.0,6.0,3.0,62.0,34.0,5.0,12.0,1.0,2.5,7
1763,4.0,9.0,2.0,10.0,6.0,10.0,13.0,1.0,55.0,16.0,8.0,12.0,7.0,2.5,7
1764,5.0,11.0,3.0,8.0,2.0,5.0,11.0,2.0,50.0,24.0,1.0,17.0,2.0,2.5,7
1765,6.0,11.0,3.0,9.0,3.0,7.0,8.0,6.0,50.0,22.0,2.0,15.0,4.0,2.5,7
1766,7.0,7.0,3.0,5.0,4.0,6.0,10.0,1.0,61.0,30.0,4.0,13.0,9.0,2.5,7
1767,8.0,5.0,1.0,19.0,2.0,6.0,8.0,6.0,48.0,20.0,2.0,15.0,5.0,2.5,7
1768,9.0,8.0,4.0,15.0,9.0,4.0,6.0,1.0,47.0,24.0,3.0,14.0,6.0,2.5,7
1769,10.0,7.0,4.0,15.0,4.0,7.0,2.0,3.0,48.0,21.0,4.0,12.0,2.0,2.5,7
1770,11.0,10.0,3.0,11.0,7.0,7.0,7.0,4.0,47.0,19.0,7.0,18.0,2.0,2.5,7
1771,12.0,7.0,3.0,6.0,3.0,5.0,8.0,5.0,63.0,34.0,3.0,11.0,5.0,2.5,7
1772,13.0,3.0,1.0,8.0,5.0,4.0,11.0,6.0,56.0,32.0,5.0,17.0,5.0,2.5,7
1773,14.0,6.0,3.0,7.0,4.0,3.0,7.0,2.0,50.0,28.0,1.0,14.0,8.0,2.5,7
1774,15.0,9.0,2.0,6.0,3.0,8.0,7.0,2.0,67.0,29.0,8.0,9.0,4.0,2.5,7
1775,16.0,6.0,4.0,11.0,6.0,4.0,5.0,4.0,56.0,27.0,7.0,10.0,6.0,2.5,7
1776,17.0,7.0,3.0,12.0,6.0,9.0,8.0,3.0,58.0,28.0,2.0,12.0,2.0,2.5,7
1777,18.0,3.0,4.0,12.0,8.0,0.0,15.0,2.0,55.0,25.0,4.0,15.0,5.0,2.5,7
1778,19.0,9.0,3.0,4.0,4.0,5.0,7.0,4.0,61.0,26.0,5.0,12.0,4.0,2.5,7
1779,20.0,8.0,3.0,8.0,5.0,5.0,8.0,2.0,47.0,18.0,6.0,18.0,5.0,2.5,7
1780,21.0,8.0,6.0,10.0,8.0,4.0,9.0,2.0,60.0,28.0,2.0,9.0,2.0,2.5,7
1781,22.0,6.0,6.0,5.0,10.0,6.0,7.0,5.0,58.0,23.0,5.0,12.0,4.0,2.5,7
1782,23.0,8.0,4.0,10.0,3.0,12.0,8.0,2.0,66.0,29.0,6.0,10.0,1.0,2.5,7
1783,24.0,7.0,4.0,11.0,4.0,8.0,8.0,0.0,67.0,30.0,5.0,7.0,3.0,2.5,7
1784,25.0,6.0,2.0,5.0,6.0,7.0,8.0,3.0,51.0,24.0,4.0,18.0,6.0,2.5,7
1785,26.0,8.0,4.0,8.0,4.0,2.0,8.0,6.0,47.0,22.0,4.0,15.0,8.0,2.5,7
1786,27.0,9.0,5.0,9.0,6.0,9.0,7.0,2.0,58.0,27.0,5.0,11.0,5.0,2.5,7
1787,28.0,4.0,2.0,6.0,3.0,5.0,4.0,0.0,19.0,5.0,1.0,9.0,0.0,2.5,7
1788,29.0,12.0,3.0,12.0,5.0,12.0,13.0,1.0,54.0,14.0,7.0,6.0,4.0,2.5,7
1789,30.0,9.0,5.0,13.0,9.0,12.0,6.0,4.0,60.0,25.0,3.0,5.0,0.0,2.5,7
1790,31.0,15.0,3.0,4.0,7.0,13.0,8.0,3.0,60.0,26.0,3.0,3.0,8.0,2.5,7
1791,32.0,9.0,4.0,16.0,8.0,5.0,9.0,1.0,46.0,17.0,7.0,10.0,5.0,2.5,7
1792,33.0,12.0,5.0,11.0,9.0,11.0,8.0,2.0,55.0,17.0,6.0,5.0,2.0,2.5,7
1793,34.0,10.0,1.0,7.0,10.0,13.0,6.0,3.0,56.0,20.0,3.0,12.0,1.0,2.5,7
1794,35.0,16.0,1.0,16.0,9.0,6.0,11.0,1.0,47.0,21.0,5.0,9.0,2.0,2.5,7
1795,36.0,11.0,0.0,8.0,3.0,15.0,10.0,2.0,58.0,17.0,5.0,6.0,4.0,2.5,7
1796,37.0,13.0,5.0,20.0,11.0,5.0,6.0,3.0,44.0,16.0,3.0,6.0,3.0,2.5,7
1797,38.0,8.0,6.0,9.0,7.0,17.0,11.0,2.0,65.0,19.0,9.0,5.0,4.0,2.5,7
1798,39.0,11.0,6.0,10.0,8.0,9.0,9.0,1.0,62.0,28.0,2.0,2.0,3.0,2.5,7
1799,40.0,9.0,4.0,4.0,8.0,13.0,7.0,4.0,57.0,17.0,10.0,12.0,5.0,2.5,7
1800,41.0,12.0,2.0,8.0,5.0,17.0,11.0,3.0,57.0,20.0,3.0,4.0,5.0,2.5,7
1801,42.0,13.0,1.0,12.0,12.0,14.0,5.0,2.0,50.0,16.0,8.0,5.0,6.0,2.5,7
1802,43.0,7.0,2.0,10.0,8.0,12.0,15.0,1.0,62.0,19.0,9.0,6.0,3.0,2.5,7
1803,44.0,6.0,4.0,15.0,6.0,11.0,9.0,4.0,60.0,20.0,7.0,4.0,3.0,2.5,7
1804,45.0,16.0,1.0,12.0,8.0,5.0,8.0,5.0,46.0,14.0,8.0,8.0,2.0,2.5,7
1805,46.0,11.0,3.0,9.0,5.0,10.0,9.0,4.0,59.0,19.0,10.0,6.0,4.0,2.5,7
1806,47.0,12.0,4.0,11.0,8.0,11.0,2.0,1.0,48.0,19.0,4.0,12.0,6.0,2.5,7
1807,48.0,13.0,4.0,5.0,5.0,11.0,7.0,2.0,67.0,34.0,4.0,5.0,3.0,2.5,7
1808,49.0,11.0,1.0,11.0,10.0,13.0,12.0,0.0,49.0,17.0,0.0,11.0,5.0,2.5,7
1809,50.0,14.0,3.0,11.0,12.0,8.0,4.0,2.0,51.0,20.0,9.0,4.0,4.0,2.5,7
1810,51.0,16.0,2.0,9.0,5.0,9.0,5.0,2.0,52.0,24.0,8.0,7.0,4.0,2.5,7
1811,52.0,10.0,2.0,10.0,6.0,13.0,8.0,2.0,63.0,20.0,7.0,6.0,3.0,2.5,7
1812,53.0,15.0,4.0,6.0,9.0,13.0,16.0,2.0,56.0,14.0,4.0,7.0,4.0,2.5,7
1813,54.0,8.0,6.0,8.0,4.0,12.0,7.0,5.0,58.0,17.0,8.0,6.0,5.0,2.5,7
1814,55.0,18.0,5.0,9.0,7.0,10.0,4.0,3.0,48.0,18.0,4.0,8.0,6.0,2.5,7
1815,1.0,10.0,5.0,6.0,4.0,11.0,11.0,7.0,57.0,13.0,9.0,3.0,13.0,2.5,6
1816,2.0,10.0,9.0,5.0,8.0,6.0,6.0,5.0,47.0,18.0,5.0,6.0,10.0,2.5,6
1817,3.0,6.0,5.0,11.0,4.0,5.0,10.0,2.0,57.0,28.0,7.0,9.0,11.0,2.5,6
1818,4.0,14.0,8.0,7.0,6.0,7.0,12.0,5.0,43.0,8.0,3.0,5.0,13.0,2.5,6
1819,5.0,10.0,8.0,8.0,5.0,10.0,6.0,4.0,52.0,21.0,4.0,8.0,13.0,2.5,6
1820,6.0,10.0,9.0,6.0,6.0,8.0,8.0,3.0,54.0,21.0,5.0,7.0,11.0,2.5,6
1821,7.0,10.0,9.0,9.0,7.0,12.0,12.0,3.0,55.0,9.0,9.0,4.0,6.0,2.5,6
1822,8.0,10.0,11.0,6.0,9.0,6.0,9.0,3.0,52.0,16.0,3.0,12.0,7.0,2.5,6
1823,9.0,7.0,9.0,12.0,4.0,9.0,8.0,8.0,49.0,13.0,5.0,8.0,12.0,2.5,6
1824,10.0,4.0,9.0,10.0,7.0,9.0,4.0,5.0,51.0,20.0,8.0,7.0,8.0,2.5,6
1825,11.0,12.0,7.0,9.0,8.0,11.0,11.0,8.0,52.0,13.0,4.0,5.0,4.0,2.5,6
1826,12.0,10.0,10.0,5.0,5.0,8.0,8.0,7.0,54.0,18.0,5.0,12.0,7.0,2.5,6
1827,13.0,11.0,6.0,17.0,6.0,8.0,5.0,2.0,56.0,24.0,10.0,4.0,4.0,2.5,6
1828,14.0,3.0,11.0,7.0,2.0,8.0,13.0,6.0,59.0,18.0,5.0,6.0,10.0,2.5,6
1829,15.0,6.0,10.0,6.0,2.0,10.0,12.0,3.0,62.0,22.0,6.0,8.0,10.0,2.5,6
1830,16.0,11.0,8.0,9.0,12.0,8.0,7.0,4.0,45.0,12.0,4.0,5.0,14.0,2.5,6
1831,17.0,6.0,10.0,6.0,5.0,9.0,12.0,5.0,64.0,20.0,6.0,5.0,9.0,2.5,6
1832,18.0,15.0,5.0,8.0,8.0,10.0,7.0,6.0,45.0,14.0,8.0,4.0,5.0,2.5,6
1833,19.0,2.0,9.0,11.0,5.0,9.0,10.0,7.0,60.0,13.0,8.0,5.0,9.0,2.5,6
1834,20.0,11.0,13.0,6.0,3.0,7.0,9.0,2.0,64.0,21.0,6.0,8.0,6.0,2.5,6
1835,21.0,15.0,6.0,7.0,5.0,6.0,7.0,9.0,45.0,18.0,3.0,3.0,16.0,2.5,6
1836,22.0,9.0,5.0,11.0,4.0,4.0,5.0,9.0,42.0,13.0,9.0,6.0,9.0,2.5,6
1837,23.0,5.0,13.0,8.0,4.0,6.0,13.0,7.0,59.0,14.0,10.0,7.0,10.0,2.5,6
1838,24.0,9.0,9.0,13.0,1.0,7.0,11.0,8.0,53.0,14.0,5.0,7.0,9.0,2.5,6
1839,25.0,8.0,7.0,7.0,4.0,12.0,7.0,11.0,61.0,26.0,3.0,3.0,6.0,2.5,6
1840,26.0,7.0,9.0,10.0,3.0,9.0,6.0,4.0,53.0,21.0,7.0,10.0,6.0,2.5,6
1841,27.0,13.0,8.0,6.0,3.0,8.0,13.0,3.0,55.0,15.0,5.0,9.0,8.0,2.5,6
1842,28.0,5.0,2.0,4.0,5.0,5.0,4.0,2.0,23.0,6.0,5.0,4.0,5.0,2.5,6
1843,29.0,4.0,6.0,11.0,7.0,6.0,10.0,3.0,42.0,14.0,3.0,14.0,16.0,2.5,6
1844,30.0,5.0,5.0,14.0,8.0,8.0,4.0,1.0,39.0,15.0,3.0,11.0,15.0,2.5,6
1845,31.0,5.0,5.0,10.0,9.0,3.0,5.0,3.0,48.0,26.0,4.0,10.0,12.0,2.5,6
1846,32.0,2.0,4.0,21.0,11.0,4.0,2.0,5.0,36.0,17.0,6.0,16.0,9.0,2.5,6
1847,33.0,1.0,6.0,13.0,7.0,8.0,3.0,5.0,54.0,22.0,8.0,8.0,12.0,2.5,6
1848,34.0,3.0,3.0,14.0,11.0,7.0,7.0,8.0,46.0,18.0,4.0,11.0,7.0,2.5,6
1849,35.0,5.0,3.0,8.0,6.0,9.0,10.0,6.0,59.0,19.0,2.0,8.0,8.0,2.5,6
1850,36.0,6.0,4.0,9.0,9.0,6.0,3.0,3.0,44.0,21.0,1.0,14.0,7.0,2.5,6
1851,37.0,9.0,7.0,13.0,9.0,2.0,6.0,5.0,40.0,13.0,5.0,13.0,9.0,2.5,6
1852,38.0,3.0,7.0,11.0,5.0,10.0,7.0,4.0,55.0,21.0,3.0,8.0,14.0,2.5,6
1853,39.0,7.0,4.0,10.0,8.0,5.0,5.0,6.0,48.0,18.0,5.0,9.0,12.0,2.5,6
1854,40.0,6.0,9.0,13.0,5.0,2.0,8.0,2.0,46.0,16.0,1.0,10.0,12.0,2.5,6
1855,41.0,8.0,6.0,8.0,7.0,7.0,8.0,7.0,48.0,17.0,2.0,12.0,8.0,2.5,6
1856,42.0,8.0,3.0,13.0,7.0,4.0,6.0,4.0,46.0,23.0,2.0,9.0,12.0,2.5,6
1857,43.0,2.0,5.0,11.0,2.0,6.0,7.0,6.0,57.0,30.0,3.0,8.0,14.0,2.5,6
1858,44.0,2.0,5.0,14.0,2.0,7.0,6.0,4.0,48.0,19.0,3.0,11.0,17.0,2.5,6
1859,45.0,8.0,6.0,16.0,6.0,5.0,7.0,4.0,46.0,18.0,3.0,9.0,6.0,2.5,6
1860,46.0,2.0,5.0,12.0,7.0,5.0,6.0,7.0,49.0,21.0,3.0,10.0,13.0,2.5,6
1861,47.0,2.0,8.0,15.0,7.0,3.0,7.0,8.0,52.0,24.0,7.0,6.0,10.0,2.5,6
1862,48.0,3.0,6.0,10.0,8.0,6.0,6.0,3.0,49.0,22.0,3.0,14.0,11.0,2.5,6
1863,49.0,2.0,4.0,14.0,4.0,10.0,9.0,9.0,51.0,18.0,3.0,7.0,13.0,2.5,6
1864,50.0,4.0,5.0,15.0,12.0,6.0,6.0,2.0,40.0,15.0,2.0,12.0,14.0,2.5,6
1865,51.0,4.0,7.0,11.0,4.0,6.0,11.0,3.0,55.0,21.0,4.0,7.0,11.0,2.5,6
1866,52.0,4.0,4.0,11.0,7.0,3.0,4.0,7.0,41.0,16.0,7.0,11.0,15.0,2.5,6
1867,53.0,5.0,3.0,14.0,4.0,7.0,9.0,7.0,49.0,19.0,6.0,7.0,14.0,2.5,6
1868,54.0,1.0,6.0,22.0,6.0,5.0,7.0,4.0,54.0,20.0,5.0,6.0,7.0,2.5,6
1869,55.0,7.0,5.0,12.0,7.0,9.0,2.0,8.0,52.0,20.0,7.0,3.0,11.0,2.5,6
1870,1.0,5.0,5.0,6.0,5.0,9.0,9.0,6.0,59.0,18.0,7.0,8.0,8.0,2.0,7
1871,2.0,6.0,12.0,3.0,2.0,11.0,8.0,4.0,68.0,20.0,6.0,11.0,6.0,2.0,7
1872,3.0,1.0,11.0,11.0,1.0,8.0,12.0,2.0,64.0,12.0,12.0,9.0,12.0,2.0,7
1873,4.0,4.0,5.0,10.0,5.0,10.0,6.0,5.0,55.0,18.0,8.0,8.0,3.0,2.0,7
1874,5.0,3.0,12.0,8.0,6.0,8.0,7.0,2.0,58.0,8.0,12.0,17.0,6.0,2.0,7
1875,6.0,5.0,11.0,7.0,5.0,7.0,10.0,5.0,57.0,15.0,10.0,12.0,9.0,2.0,7
1876,7.0,5.0,12.0,8.0,4.0,10.0,13.0,3.0,67.0,20.0,9.0,7.0,6.0,2.0,7
1877,8.0,2.0,7.0,10.0,4.0,5.0,10.0,2.0,61.0,23.0,5.0,10.0,10.0,2.0,7
1878,9.0,3.0,9.0,6.0,2.0,14.0,13.0,2.0,58.0,10.0,3.0,13.0,7.0,2.0,7
1879,10.0,6.0,13.0,5.0,2.0,14.0,9.0,4.0,65.0,15.0,3.0,9.0,9.0,2.0,7
1880,11.0,3.0,10.0,6.0,6.0,9.0,9.0,6.0,51.0,7.0,6.0,8.0,10.0,2.0,7
1881,12.0,5.0,5.0,5.0,2.0,11.0,17.0,7.0,64.0,14.0,7.0,11.0,6.0,2.0,7
1882,13.0,4.0,15.0,8.0,3.0,8.0,12.0,1.0,63.0,12.0,7.0,13.0,1.0,2.0,7
1883,14.0,4.0,7.0,8.0,4.0,11.0,13.0,4.0,63.0,19.0,5.0,12.0,5.0,2.0,7
1884,15.0,4.0,12.0,8.0,3.0,9.0,10.0,7.0,55.0,15.0,5.0,13.0,7.0,2.0,7
1885,16.0,5.0,11.0,6.0,4.0,10.0,9.0,6.0,64.0,19.0,10.0,8.0,7.0,2.0,7
1886,17.0,5.0,11.0,6.0,4.0,8.0,9.0,3.0,56.0,14.0,6.0,9.0,10.0,2.0,7
1887,18.0,2.0,9.0,8.0,3.0,9.0,9.0,9.0,61.0,11.0,6.0,11.0,6.0,2.0,7
1888,19.0,2.0,11.0,7.0,4.0,12.0,20.0,5.0,65.0,11.0,4.0,8.0,6.0,2.0,7
1889,20.0,3.0,11.0,8.0,6.0,3.0,9.0,7.0,55.0,22.0,3.0,13.0,8.0,2.0,7
1890,21.0,2.0,7.0,4.0,4.0,10.0,10.0,4.0,60.0,18.0,10.0,14.0,7.0,2.0,7
1891,22.0,8.0,6.0,5.0,1.0,11.0,14.0,3.0,61.0,13.0,6.0,8.0,11.0,2.0,7
1892,23.0,4.0,12.0,6.0,3.0,12.0,14.0,2.0,68.0,18.0,5.0,8.0,7.0,2.0,7
1893,24.0,5.0,12.0,4.0,4.0,5.0,9.0,2.0,60.0,21.0,7.0,12.0,8.0,2.0,7
1894,25.0,7.0,15.0,10.0,3.0,4.0,15.0,4.0,63.0,16.0,4.0,6.0,6.0,2.0,7
1895,26.0,5.0,9.0,7.0,4.0,6.0,10.0,9.0,56.0,11.0,8.0,13.0,6.0,2.0,7
1896,27.0,3.0,9.0,8.0,5.0,9.0,7.0,5.0,58.0,17.0,7.0,10.0,11.0,2.0,7
1897,28.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,27.0,11.0,3.0,2.0,7.0,2.0,7
1898,29.0,7.0,11.0,12.0,3.0,5.0,9.0,4.0,49.0,17.0,4.0,4.0,10.0,2.0,7
1899,30.0,9.0,13.0,10.0,9.0,9.0,10.0,1.0,55.0,19.0,2.0,1.0,15.0,2.0,7
1900,31.0,12.0,12.0,9.0,6.0,6.0,12.0,0.0,64.0,19.0,6.0,3.0,6.0,2.0,7
1901,32.0,16.0,7.0,8.0,4.0,6.0,11.0,1.0,50.0,14.0,4.0,6.0,12.0,2.0,7
1902,33.0,11.0,14.0,8.0,4.0,4.0,10.0,3.0,56.0,17.0,3.0,1.0,10.0,2.0,7
1903,34.0,7.0,14.0,4.0,6.0,11.0,11.0,1.0,62.0,23.0,0.0,6.0,14.0,2.0,7
1904,35.0,14.0,7.0,14.0,1.0,6.0,8.0,3.0,52.0,24.0,1.0,4.0,12.0,2.0,7
