,time_period,cpu,rss,memory
0,1,19.52,1089660.0,13.41
1,2,18.53,1113548.0,13.7
2,3,11.66,1122188.0,13.81
3,4,13.95,1125044.0,13.85
4,5,11.49,1127492.0,13.88
5,6,9.7,1130992.0,13.92
6,7,9.69,1135576.0,13.97
7,8,9.68,1139704.0,14.03
8,9,8.93,1141764.0,14.05
9,10,8.94,1144640.0,14.09
10,11,10.33,1147004.0,14.12
11,12,8.9,1149548.0,14.15
12,13,7.51,1153588.0,14.2
13,14,8.38,1155032.0,14.21
14,15,7.17,1150376.0,14.16
15,16,8.39,1150400.0,14.16
16,17,8.26,1151608.0,14.17
17,18,7.74,1151756.0,14.17
18,19,6.59,1154248.0,14.2
19,20,6.33,1154668.0,14.21
20,21,5.11,1154056.0,14.2
21,22,9.6,1157912.0,14.25
22,23,5.64,1158204.0,14.25
23,24,7.39,1158960.0,14.26
24,25,4.98,1159608.0,14.27
25,26,6.09,1160724.0,14.28
26,27,7.42,1159768.0,14.27
27,28,7.21,1161128.0,14.29
28,29,4.03,1162436.0,14.31
29,30,4.87,1159200.0,14.27
30,31,6.14,1165512.0,14.34
31,32,6.95,1168732.0,14.38
32,33,5.83,1170028.0,14.4
33,34,6.36,1168704.0,14.38
34,35,5.66,1171460.0,14.42
35,36,5.51,1169368.0,14.39
36,37,6.23,1170300.0,14.4
37,38,6.08,1172060.0,14.42
38,39,6.16,1171316.0,14.41
39,40,5.71,1171168.0,14.41
40,41,6.56,1171428.0,14.42
41,42,5.14,1172476.0,14.43
42,43,4.84,1172184.0,14.43
43,44,5.62,1174144.0,14.45
44,45,5.67,1176684.0,14.48
45,46,5.14,1173896.0,14.45
46,47,5.76,1175852.0,14.47
47,48,6.24,1178552.0,14.5
48,49,6.34,1180800.0,14.53
49,50,6.01,1182432.0,14.55
50,51,5.17,1180280.0,14.52
51,52,5.44,1179932.0,14.52
52,53,5.31,1184240.0,14.57
53,54,8.37,1182368.0,14.55
54,55,6.54,1183884.0,14.57
55,56,6.29,1185296.0,14.59
56,57,5.54,1184716.0,14.58
57,58,6.14,1182220.0,14.55
