,time_period,cpu,rss,memory
0,1,22.62,985752.0,12.13
1,2,20.89,1004384.0,12.36
2,3,17.39,1007632.0,12.4
3,4,12.57,1015552.0,12.5
4,5,13.07,1015348.0,12.5
5,6,10.59,1014048.0,12.48
6,7,10.31,1016976.0,12.52
7,8,9.23,1020968.0,12.56
8,9,9.14,1021796.0,12.57
9,10,9.44,1023732.0,12.6
10,11,10.47,1017692.0,12.52
11,12,8.51,1017896.0,12.53
12,13,7.75,1020396.0,12.56
13,14,10.68,1018632.0,12.54
14,15,7.36,1019860.0,12.55
15,16,8.86,1021396.0,12.57
16,17,6.94,1023160.0,12.59
17,18,8.09,1029328.0,12.67
18,19,9.62,1035052.0,12.74
19,20,8.66,1034312.0,12.73
20,21,7.18,1037152.0,12.76
21,22,6.46,1033212.0,12.71
22,23,6.51,1032460.0,12.71
23,24,7.26,1036572.0,12.76
24,25,5.75,1035400.0,12.74
25,26,5.33,1039784.0,12.8
26,27,5.73,1039492.0,12.79
27,28,5.59,1040292.0,12.8
28,29,3.91,1038920.0,12.79
29,30,5.41,1040220.0,12.8
30,31,4.41,1041184.0,12.81
31,32,5.88,1040692.0,12.81
32,33,4.51,1040960.0,12.81
33,34,4.96,1039844.0,12.8
34,35,5.73,1053680.0,12.97
35,36,4.24,1056864.0,13.01
36,37,4.93,1055268.0,12.99
37,38,4.13,1055404.0,12.99
38,39,5.2,1057748.0,13.02
39,40,4.99,1059944.0,13.04
40,41,4.59,1059848.0,13.04
41,42,5.11,1060640.0,13.05
42,43,7.3,1062648.0,13.08
43,44,5.38,1062256.0,13.07
44,45,4.72,1062156.0,13.07
45,46,5.25,1062100.0,13.07
46,47,4.42,1064764.0,13.1
47,48,4.51,1065280.0,13.11
48,49,6.75,1064736.0,13.1
49,50,6.98,1062588.0,13.08
50,51,4.23,1064304.0,13.1
51,52,5.21,1065644.0,13.11
52,53,3.68,1065384.0,13.11
53,54,4.54,1067028.0,13.13
54,55,4.15,1071024.0,13.18
55,56,3.76,1070736.0,13.18
56,57,4.23,1071016.0,13.18
57,58,4.23,1072708.0,13.2
