,time_period,cpu,rss,memory
0,1,21.1,1235232.0,15.2
1,2,18.22,1319828.0,16.24
2,3,12.06,1320484.0,16.25
3,4,12.83,1323652.0,16.29
4,5,12.94,1343380.0,16.53
5,6,12.73,1343992.0,16.54
6,7,8.58,1348384.0,16.59
7,8,9.44,1352064.0,16.64
8,9,8.79,1351496.0,16.63
9,10,10.15,1352280.0,16.64
10,11,8.51,1354984.0,16.67
11,12,8.63,1353536.0,16.66
12,13,6.93,1354888.0,16.67
13,14,9.16,1358108.0,16.71
14,15,5.67,1357788.0,16.71
15,16,7.96,1357092.0,16.7
16,17,8.02,1356572.0,16.69
17,18,7.17,1359884.0,16.74
18,19,6.76,1354472.0,16.67
19,20,12.25,1353892.0,16.66
20,21,8.19,1354248.0,16.67
21,22,5.68,1355084.0,16.68
22,23,5.73,1356620.0,16.69
23,24,6.11,1355744.0,16.68
24,25,5.86,1355764.0,16.68
25,26,5.87,1358808.0,16.72
26,27,4.7,1358904.0,16.72
27,28,7.26,1356832.0,16.7
28,29,4.67,1358840.0,16.72
29,30,6.64,1361288.0,16.75
30,31,5.22,1364960.0,16.8
31,32,5.75,1363040.0,16.77
32,33,7.92,1363992.0,16.79
33,34,5.81,1362860.0,16.77
34,35,6.77,1363552.0,16.78
35,36,5.21,1368544.0,16.84
36,37,5.83,1368180.0,16.84
37,38,6.12,1368336.0,16.84
38,39,6.29,1366340.0,16.81
39,40,6.4,1367380.0,16.83
40,41,6.27,1367112.0,16.82
41,42,6.09,1373208.0,16.9
42,43,6.17,1373760.0,16.91
43,44,6.54,1375672.0,16.93
44,45,5.84,1376788.0,16.94
45,46,5.66,1374580.0,16.92
46,47,7.85,1372484.0,16.89
47,48,5.58,1371648.0,16.88
48,49,5.68,1370564.0,16.87
49,50,5.91,1373820.0,16.91
50,51,5.15,1372056.0,16.88
51,52,5.04,1375688.0,16.93
52,53,7.62,1376048.0,16.93
53,54,7.15,1376388.0,16.94
54,55,9.5,1380016.0,16.98
55,56,5.57,1382500.0,17.01
56,57,6.27,1382824.0,17.02
57,58,7.16,1390940.0,17.12
