,time_period,cpu,rss,memory
0,1,20.02,1256788.0,15.47
1,2,19.47,1327564.0,16.34
2,3,17.23,1329960.0,16.37
3,4,11.81,1332684.0,16.4
4,5,13.9,1337148.0,16.46
5,6,11.94,1339876.0,16.49
6,7,10.78,1346072.0,16.57
7,8,10.69,1354752.0,16.67
8,9,8.61,1343916.0,16.54
9,10,8.49,1343416.0,16.53
10,11,7.36,1343064.0,16.53
11,12,9.24,1358832.0,16.72
12,13,7.19,1355756.0,16.68
13,14,9.16,1356348.0,16.69
14,15,7.58,1354472.0,16.67
15,16,9.47,1357068.0,16.7
16,17,6.26,1350568.0,16.62
17,18,6.9,1351652.0,16.63
18,19,7.01,1348836.0,16.6
19,20,8.85,1352124.0,16.64
20,21,8.19,1346712.0,16.57
21,22,5.63,1348752.0,16.6
22,23,5.58,1349160.0,16.6
23,24,6.53,1350428.0,16.62
24,25,6.02,1350780.0,16.62
25,26,6.16,1352208.0,16.64
26,27,5.83,1353076.0,16.65
27,28,6.55,1354808.0,16.67
28,29,4.51,1355120.0,16.68
29,30,5.29,1356828.0,16.7
30,31,7.15,1356424.0,16.69
31,32,6.33,1360228.0,16.74
32,33,9.04,1360972.0,16.75
33,34,6.29,1363372.0,16.78
34,35,6.2,1364808.0,16.8
35,36,7.47,1365920.0,16.81
36,37,6.19,1368308.0,16.84
37,38,6.22,1369148.0,16.85
38,39,5.47,1368948.0,16.85
39,40,7.05,1369288.0,16.85
40,41,5.88,1369980.0,16.86
41,42,6.3,1369556.0,16.85
42,43,6.81,1375704.0,16.93
43,44,7.04,1372884.0,16.9
44,45,8.25,1382568.0,17.01
45,46,6.19,1373556.0,16.9
46,47,5.86,1373464.0,16.9
47,48,4.93,1374312.0,16.91
48,49,6.34,1375472.0,16.93
49,50,4.61,1374876.0,16.92
50,51,5.21,1376440.0,16.94
51,52,8.96,1377296.0,16.95
52,53,7.84,1380220.0,16.99
53,54,4.93,1379844.0,16.98
54,55,7.72,1382856.0,17.02
55,56,4.92,1384828.0,17.04
56,57,5.6,1383760.0,17.03
57,58,6.33,1383828.0,17.03
