,time_period,cpu,rss,memory
0,1,23.79,1406028.0,17.3
1,2,17.11,1463536.0,18.01
2,3,12.87,1468416.0,18.07
3,4,15.2,1472420.0,18.12
4,5,13.19,1476444.0,18.17
5,6,10.32,1477860.0,18.19
6,7,11.44,1480532.0,18.22
7,8,10.69,1485832.0,18.28
8,9,11.11,1485452.0,18.28
9,10,9.81,1484228.0,18.27
10,11,10.43,1492220.0,18.36
11,12,10.68,1487796.0,18.31
12,13,8.66,1478524.0,18.2
13,14,7.18,1481388.0,18.23
14,15,11.45,1482180.0,18.24
15,16,7.71,1480480.0,18.22
16,17,6.12,1484996.0,18.27
17,18,8.94,1480656.0,18.22
18,19,7.32,1477984.0,18.19
19,20,10.78,1490628.0,18.34
20,21,7.43,1491652.0,18.36
21,22,7.95,1492084.0,18.36
22,23,5.94,1489556.0,18.33
23,24,7.48,1493284.0,18.38
24,25,7.36,1493648.0,18.38
25,26,7.11,1492808.0,18.37
26,27,6.57,1493220.0,18.38
27,28,6.74,1494872.0,18.4
28,29,3.18,1493736.0,18.38
29,30,5.07,1496172.0,18.41
30,31,6.1,1494780.0,18.4
31,32,5.37,1497304.0,18.43
32,33,5.68,1496968.0,18.42
33,34,4.82,1499272.0,18.45
34,35,4.86,1499536.0,18.45
35,36,4.87,1499640.0,18.45
36,37,4.32,1499048.0,18.45
37,38,4.94,1504280.0,18.51
38,39,5.67,1501540.0,18.48
39,40,4.21,1504044.0,18.51
40,41,5.54,1506432.0,18.54
41,42,5.07,1506488.0,18.54
42,43,3.96,1506040.0,18.53
43,44,6.58,1511660.0,18.6
44,45,4.61,1511184.0,18.6
45,46,5.02,1509852.0,18.58
46,47,5.07,1511052.0,18.6
47,48,4.08,1510300.0,18.59
48,49,4.69,1510188.0,18.58
49,50,7.39,1511604.0,18.6
50,51,4.5,1514648.0,18.64
51,52,5.11,1512960.0,18.62
52,53,4.18,1516520.0,18.66
53,54,5.34,1515628.0,18.65
54,55,5.32,1514916.0,18.64
55,56,6.87,1519220.0,18.7
56,57,5.67,1519272.0,18.7
57,58,4.49,1524448.0,18.76
