,time_period,cpu,rss,memory
0,1,18.24,1227480.0,15.11
1,2,18.68,1290372.0,15.88
2,3,13.64,1346448.0,16.57
3,4,15.6,1351396.0,16.63
4,5,13.52,1353228.0,16.65
5,6,11.29,1356628.0,16.69
6,7,10.48,1362140.0,16.76
7,8,10.53,1365520.0,16.8
8,9,10.97,1364644.0,16.79
9,10,9.51,1371620.0,16.88
10,11,9.39,1369960.0,16.86
11,12,10.14,1369208.0,16.85
12,13,8.36,1371772.0,16.88
13,14,8.73,1371892.0,16.88
14,15,8.72,1370628.0,16.87
15,16,9.27,1367700.0,16.83
16,17,8.42,1365368.0,16.8
17,18,7.81,1367744.0,16.83
18,19,9.11,1369392.0,16.85
19,20,8.27,1371748.0,16.88
20,21,6.89,1371388.0,16.88
21,22,7.83,1374832.0,16.92
22,23,5.53,1374116.0,16.91
23,24,6.44,1375556.0,16.93
24,25,5.33,1377416.0,16.95
25,26,7.18,1376556.0,16.94
26,27,8.49,1383528.0,17.03
27,28,5.28,1382360.0,17.01
28,29,3.83,1383360.0,17.02
29,30,6.6,1380668.0,16.99
30,31,5.28,1381980.0,17.01
31,32,5.31,1381360.0,17.0
32,33,5.49,1382600.0,17.01
33,34,4.84,1382120.0,17.01
34,35,4.7,1382148.0,17.01
35,36,4.66,1382712.0,17.02
36,37,4.99,1383000.0,17.02
37,38,5.56,1380272.0,16.99
38,39,5.23,1382168.0,17.01
39,40,4.44,1383248.0,17.02
40,41,4.51,1383052.0,17.02
41,42,5.9,1380716.0,16.99
42,43,4.54,1386992.0,17.07
43,44,3.97,1386292.0,17.06
44,45,4.63,1386840.0,17.07
45,46,5.81,1388228.0,17.08
46,47,5.9,1387076.0,17.07
47,48,6.61,1389452.0,17.1
48,49,5.83,1393380.0,17.15
49,50,5.84,1393040.0,17.14
50,51,4.56,1395452.0,17.17
51,52,5.05,1394944.0,17.17
52,53,6.56,1394696.0,17.16
53,54,4.76,1394012.0,17.16
54,55,6.14,1395388.0,17.17
55,56,4.99,1393188.0,17.14
56,57,6.36,1398116.0,17.21
57,58,5.54,1402160.0,17.26
