,time_period,cpu,rss,memory
0,1,25.36,1035164.0,12.74
1,2,15.86,1040476.0,12.8
2,3,14.8,1046480.0,12.88
3,4,11.41,1052052.0,12.95
4,5,12.13,1054784.0,12.98
5,6,10.81,1055860.0,12.99
6,7,9.52,1056796.0,13.01
7,8,10.67,1060052.0,13.05
8,9,12.92,1065892.0,13.12
9,10,9.53,1068044.0,13.14
10,11,7.52,1067896.0,13.14
11,12,9.36,1071484.0,13.19
12,13,9.18,1071444.0,13.19
13,14,6.53,1073496.0,13.21
14,15,12.12,1082576.0,13.32
15,16,7.64,1069940.0,13.17
16,17,7.2,1074860.0,13.23
17,18,6.88,1074112.0,13.22
18,19,9.19,1073364.0,13.21
19,20,9.78,1076060.0,13.24
20,21,5.29,1075700.0,13.24
21,22,7.21,1076488.0,13.25
22,23,5.85,1077064.0,13.25
23,24,6.23,1078688.0,13.27
24,25,6.04,1077252.0,13.26
25,26,7.12,1086060.0,13.37
26,27,7.43,1085008.0,13.35
27,28,6.47,1084076.0,13.34
28,29,3.93,1083644.0,13.34
29,30,6.96,1083068.0,13.33
30,31,6.29,1085896.0,13.36
31,32,5.16,1082472.0,13.32
32,33,6.19,1088040.0,13.39
33,34,8.03,1086844.0,13.37
34,35,5.69,1088492.0,13.4
35,36,5.61,1087096.0,13.38
36,37,5.44,1088136.0,13.39
37,38,5.9,1088452.0,13.39
38,39,6.53,1090944.0,13.43
39,40,6.79,1091352.0,13.43
40,41,5.79,1092108.0,13.44
41,42,6.61,1091748.0,13.44
42,43,5.7,1093084.0,13.45
43,44,6.19,1096644.0,13.5
44,45,5.14,1095676.0,13.48
45,46,9.84,1096732.0,13.5
46,47,6.91,1098300.0,13.52
47,48,5.99,1103056.0,13.57
48,49,6.41,1100708.0,13.55
49,50,7.66,1100800.0,13.55
50,51,6.64,1102760.0,13.57
51,52,9.17,1103956.0,13.59
52,53,5.84,1097344.0,13.5
53,54,5.72,1098120.0,13.51
54,55,4.81,1102216.0,13.56
55,56,4.56,1100392.0,13.54
56,57,5.64,1099140.0,13.53
57,58,6.67,1101844.0,13.56
