,time_period,cpu,rss,memory
0,1,19.91,1210928.0,14.9
1,2,18.13,1285820.0,15.82
2,3,14.76,1288132.0,15.85
3,4,14.14,1305904.0,16.07
4,5,15.05,1305916.0,16.07
5,6,11.48,1310728.0,16.13
6,7,8.72,1312420.0,16.15
7,8,9.76,1314136.0,16.17
8,9,11.06,1317792.0,16.22
9,10,8.12,1320384.0,16.25
10,11,10.28,1323040.0,16.28
11,12,11.16,1318908.0,16.23
12,13,11.14,1316092.0,16.2
13,14,7.67,1312412.0,16.15
14,15,8.58,1312252.0,16.15
15,16,7.16,1307816.0,16.09
16,17,8.04,1310744.0,16.13
17,18,9.93,1310112.0,16.12
18,19,7.35,1308588.0,16.1
19,20,12.41,1309392.0,16.11
20,21,7.12,1311768.0,16.14
21,22,6.88,1312312.0,16.15
22,23,5.75,1312964.0,16.16
23,24,6.36,1312856.0,16.16
24,25,6.61,1313944.0,16.17
25,26,6.26,1318512.0,16.23
26,27,6.68,1318484.0,16.23
27,28,7.98,1327124.0,16.33
28,29,3.73,1329664.0,16.36
29,30,6.94,1332312.0,16.4
30,31,5.84,1330404.0,16.37
31,32,7.11,1331688.0,16.39
32,33,7.36,1331044.0,16.38
33,34,6.36,1336340.0,16.45
34,35,5.29,1334988.0,16.43
35,36,5.86,1335320.0,16.43
36,37,7.56,1334540.0,16.42
37,38,5.89,1332340.0,16.4
38,39,5.21,1335148.0,16.43
39,40,5.73,1334152.0,16.42
40,41,5.73,1334880.0,16.43
41,42,5.19,1336324.0,16.45
42,43,6.17,1339912.0,16.49
43,44,5.91,1340804.0,16.5
44,45,5.16,1339700.0,16.49
45,46,6.02,1340200.0,16.49
46,47,6.64,1341108.0,16.5
47,48,9.84,1342192.0,16.52
48,49,4.95,1342180.0,16.52
49,50,4.99,1343056.0,16.53
50,51,6.45,1343624.0,16.53
51,52,6.04,1343820.0,16.54
52,53,5.23,1344384.0,16.54
53,54,5.01,1344684.0,16.55
54,55,5.46,1345244.0,16.55
55,56,5.8,1347608.0,16.58
56,57,5.49,1347656.0,16.58
57,58,5.38,1347812.0,16.59
