,time_period,cpu,rss,memory
0,1,22.46,1351224.0,16.63
1,2,18.5,1380264.0,16.99
2,3,13.42,1386048.0,17.06
3,4,10.97,1391744.0,17.13
4,5,11.61,1392208.0,17.13
5,6,13.28,1396860.0,17.19
6,7,8.43,1396676.0,17.19
7,8,11.43,1397788.0,17.2
8,9,9.57,1399996.0,17.23
9,10,7.38,1401520.0,17.25
10,11,11.76,1409560.0,17.35
11,12,7.57,1409520.0,17.35
12,13,9.59,1419368.0,17.47
13,14,7.06,1413040.0,17.39
14,15,9.86,1411064.0,17.36
15,16,9.04,1414804.0,17.41
16,17,5.9,1409728.0,17.35
17,18,6.74,1411284.0,17.37
18,19,11.3,1415364.0,17.42
19,20,7.12,1417316.0,17.44
20,21,6.47,1416324.0,17.43
21,22,6.93,1417556.0,17.44
22,23,5.98,1417052.0,17.44
23,24,5.44,1415520.0,17.42
24,25,6.41,1419056.0,17.46
25,26,6.71,1417676.0,17.45
26,27,6.76,1419600.0,17.47
27,28,6.62,1418624.0,17.46
28,29,4.51,1422332.0,17.5
29,30,5.88,1424324.0,17.53
30,31,7.17,1427912.0,17.57
31,32,5.94,1428732.0,17.58
32,33,5.48,1428580.0,17.58
33,34,5.24,1429484.0,17.59
34,35,5.1,1427860.0,17.57
35,36,5.0,1428380.0,17.58
36,37,4.81,1428156.0,17.58
37,38,4.23,1433220.0,17.64
38,39,6.47,1431116.0,17.61
39,40,5.09,1434420.0,17.65
40,41,5.14,1436160.0,17.67
41,42,7.54,1435028.0,17.66
42,43,4.79,1433924.0,17.65
43,44,5.66,1435336.0,17.66
44,45,5.09,1436836.0,17.68
45,46,5.2,1436472.0,17.68
46,47,4.43,1439352.0,17.71
47,48,5.09,1439644.0,17.72
48,49,5.59,1439552.0,17.72
49,50,4.86,1438488.0,17.7
50,51,5.49,1443712.0,17.77
51,52,5.67,1440352.0,17.73
52,53,8.23,1442728.0,17.75
53,54,6.63,1442852.0,17.76
54,55,5.19,1448572.0,17.83
55,56,5.31,1446296.0,17.8
56,57,4.65,1447736.0,17.82
57,58,4.98,1447344.0,17.81
