,time_period,cpu,rss,memory
0,1,16.16,1102824.0,13.57
1,2,17.16,1165188.0,14.34
2,3,15.84,1173020.0,14.44
3,4,11.73,1176940.0,14.48
4,5,12.58,1178556.0,14.5
5,6,12.44,1187904.0,14.62
6,7,9.47,1189280.0,14.64
7,8,9.0,1189232.0,14.63
8,9,9.87,1193416.0,14.69
9,10,9.85,1195784.0,14.72
10,11,7.86,1196736.0,14.73
11,12,7.49,1199556.0,14.76
12,13,8.67,1197624.0,14.74
13,14,8.74,1194356.0,14.7
14,15,6.53,1194984.0,14.71
15,16,6.84,1192920.0,14.68
16,17,7.95,1193584.0,14.69
17,18,6.78,1197052.0,14.73
18,19,5.53,1195396.0,14.71
19,20,7.83,1195688.0,14.71
20,21,11.14,1200632.0,14.78
21,22,6.58,1202256.0,14.8
22,23,5.26,1202024.0,14.79
23,24,9.25,1203328.0,14.81
24,25,6.42,1205080.0,14.83
25,26,6.09,1208080.0,14.87
26,27,5.51,1205684.0,14.84
27,28,10.23,1206220.0,14.84
28,29,3.43,1206820.0,14.85
29,30,5.48,1206168.0,14.84
30,31,5.19,1206248.0,14.84
31,32,5.1,1208992.0,14.88
32,33,4.73,1206816.0,14.85
33,34,5.22,1208604.0,14.87
34,35,5.11,1209944.0,14.89
35,36,4.83,1210768.0,14.9
36,37,5.1,1211944.0,14.91
37,38,5.21,1212008.0,14.92
38,39,5.43,1215184.0,14.95
39,40,5.84,1213308.0,14.93
40,41,5.56,1219876.0,15.01
41,42,5.41,1216316.0,14.97
42,43,4.73,1215028.0,14.95
43,44,4.96,1217736.0,14.99
44,45,4.15,1219480.0,15.01
45,46,5.86,1218284.0,14.99
46,47,5.06,1219156.0,15.0
47,48,4.93,1218052.0,14.99
48,49,4.36,1219368.0,15.01
49,50,4.5,1223924.0,15.06
50,51,5.63,1222604.0,15.05
51,52,4.6,1223288.0,15.05
52,53,4.18,1222176.0,15.04
53,54,4.92,1224600.0,15.07
54,55,6.83,1225260.0,15.08
55,56,5.74,1225200.0,15.08
56,57,6.53,1224992.0,15.08
57,58,4.73,1226828.0,15.1
