,time_period,cpu,rss,memory
0,1,20.47,1289164.0,15.86
1,2,15.84,1300400.0,16.0
2,3,17.61,1338088.0,16.47
3,4,15.41,1342932.0,16.53
4,5,12.18,1347220.0,16.58
5,6,12.8,1349476.0,16.61
6,7,10.87,1349508.0,16.61
7,8,10.6,1356424.0,16.69
8,9,10.35,1357824.0,16.71
9,10,12.63,1357092.0,16.7
10,11,9.43,1358224.0,16.71
11,12,9.23,1357972.0,16.71
12,13,8.75,1361924.0,16.76
13,14,10.94,1359268.0,16.73
14,15,7.76,1359136.0,16.73
15,16,7.47,1356612.0,16.69
16,17,9.8,1361476.0,16.75
17,18,10.66,1358708.0,16.72
18,19,8.93,1360928.0,16.75
19,20,6.91,1361248.0,16.75
20,21,7.83,1361724.0,16.76
21,22,6.67,1360856.0,16.75
22,23,7.77,1365008.0,16.8
23,24,7.16,1364196.0,16.79
24,25,7.68,1368048.0,16.84
25,26,5.56,1368756.0,16.84
26,27,7.02,1371300.0,16.88
27,28,8.04,1373360.0,16.9
28,29,3.96,1374616.0,16.92
29,30,7.6,1375924.0,16.93
30,31,9.59,1376480.0,16.94
31,32,5.21,1374828.0,16.92
32,33,5.1,1377416.0,16.95
33,34,7.55,1378424.0,16.96
34,35,5.29,1380104.0,16.98
35,36,5.67,1379816.0,16.98
36,37,4.73,1381100.0,17.0
37,38,5.41,1380444.0,16.99
38,39,6.57,1383052.0,17.02
39,40,5.08,1385024.0,17.04
40,41,5.47,1386096.0,17.06
41,42,5.91,1388648.0,17.09
42,43,7.73,1390516.0,17.11
43,44,5.26,1389596.0,17.1
44,45,4.58,1391956.0,17.13
45,46,5.79,1391400.0,17.12
46,47,4.92,1391056.0,17.12
47,48,4.31,1394816.0,17.16
48,49,8.34,1392888.0,17.14
49,50,4.98,1393832.0,17.15
50,51,6.35,1394324.0,17.16
51,52,4.71,1395028.0,17.17
52,53,5.34,1394616.0,17.16
53,54,6.14,1396852.0,17.19
54,55,4.41,1397828.0,17.2
55,56,5.41,1397408.0,17.2
56,57,4.47,1397732.0,17.2
57,58,5.7,1398668.0,17.21
