,time_period,cpu,rss,memory
0,1,16.16,810096.0,9.97
1,2,17.59,818528.0,10.07
2,3,14.34,825276.0,10.16
3,4,14.36,828548.0,10.2
4,5,11.74,831788.0,10.24
5,6,10.8,830092.0,10.22
6,7,10.74,831796.0,10.24
7,8,9.76,833304.0,10.25
8,9,10.86,832896.0,10.25
9,10,9.36,833584.0,10.26
10,11,9.21,837524.0,10.31
11,12,7.46,839100.0,10.33
12,13,7.2,837192.0,10.3
13,14,6.61,839716.0,10.33
14,15,6.56,841172.0,10.35
15,16,8.11,850272.0,10.46
16,17,5.44,844248.0,10.39
17,18,7.77,849784.0,10.46
18,19,7.31,851572.0,10.48
19,20,7.2,849808.0,10.46
20,21,6.61,854632.0,10.52
21,22,5.88,856104.0,10.54
22,23,5.36,855836.0,10.53
23,24,7.46,858296.0,10.56
24,25,6.58,857984.0,10.56
25,26,5.95,859108.0,10.57
26,27,5.83,860236.0,10.59
27,28,8.54,862276.0,10.61
28,29,3.43,863188.0,10.62
29,30,6.19,865428.0,10.65
30,31,6.02,864772.0,10.64
31,32,8.0,861592.0,10.6
32,33,6.79,864332.0,10.64
33,34,6.59,863416.0,10.63
34,35,6.58,864272.0,10.64
35,36,6.45,863472.0,10.63
36,37,7.39,865480.0,10.65
37,38,5.72,867152.0,10.67
38,39,7.12,868044.0,10.68
39,40,5.42,867052.0,10.67
40,41,7.57,868900.0,10.69
41,42,5.64,867656.0,10.68
42,43,5.49,869892.0,10.71
43,44,9.08,869976.0,10.71
44,45,7.25,871804.0,10.73
45,46,5.83,872660.0,10.74
46,47,5.81,873548.0,10.75
47,48,6.05,871116.0,10.72
48,49,6.75,873692.0,10.75
49,50,8.35,875108.0,10.77
50,51,7.01,877368.0,10.8
51,52,6.11,874564.0,10.76
52,53,7.09,879072.0,10.82
53,54,6.52,878176.0,10.81
54,55,6.56,880236.0,10.83
55,56,5.79,880648.0,10.84
56,57,5.19,882008.0,10.85
57,58,5.05,881344.0,10.85
