,time_period,cpu,rss,memory
0,1,20.18,1245020.0,15.32
1,2,17.38,1278768.0,15.74
2,3,13.88,1315068.0,16.18
3,4,10.57,1319044.0,16.23
4,5,12.43,1323168.0,16.28
5,6,11.51,1325852.0,16.32
6,7,10.76,1328284.0,16.35
7,8,10.08,1329744.0,16.36
8,9,10.54,1337192.0,16.46
9,10,7.62,1335748.0,16.44
10,11,9.99,1337476.0,16.46
11,12,7.71,1342380.0,16.52
12,13,7.94,1344752.0,16.55
13,14,6.76,1342268.0,16.52
14,15,5.93,1339080.0,16.48
15,16,6.32,1338244.0,16.47
16,17,9.64,1342668.0,16.52
17,18,6.93,1336164.0,16.44
18,19,9.55,1337224.0,16.46
19,20,7.76,1336264.0,16.44
20,21,7.2,1336032.0,16.44
21,22,5.83,1335328.0,16.43
22,23,6.47,1334080.0,16.42
23,24,5.23,1334408.0,16.42
24,25,6.6,1332456.0,16.4
25,26,7.18,1333692.0,16.41
26,27,5.29,1336160.0,16.44
27,28,5.54,1334276.0,16.42
28,29,4.98,1338184.0,16.47
29,30,5.68,1336640.0,16.45
30,31,5.44,1336100.0,16.44
31,32,5.41,1340596.0,16.5
32,33,8.1,1340736.0,16.5
33,34,5.69,1346972.0,16.58
34,35,6.34,1349504.0,16.61
35,36,6.14,1351256.0,16.63
36,37,5.64,1352272.0,16.64
37,38,6.23,1350984.0,16.63
38,39,5.62,1355932.0,16.69
39,40,6.03,1357332.0,16.7
40,41,6.56,1360556.0,16.74
41,42,8.19,1363292.0,16.78
42,43,5.74,1362596.0,16.77
43,44,5.49,1361196.0,16.75
44,45,5.42,1364352.0,16.79
45,46,6.54,1364288.0,16.79
46,47,6.02,1364348.0,16.79
47,48,5.57,1361976.0,16.76
48,49,5.44,1366528.0,16.82
49,50,5.98,1367612.0,16.83
50,51,6.17,1366992.0,16.82
51,52,5.76,1369872.0,16.86
52,53,6.6,1366612.0,16.82
53,54,6.19,1372100.0,16.89
54,55,6.59,1373644.0,16.9
55,56,4.76,1373912.0,16.91
56,57,6.4,1372712.0,16.89
57,58,9.17,1379060.0,16.97
