,time_period,cpu,rss,memory
0,1,20.34,1424516.0,17.53
1,2,19.05,1481856.0,18.24
2,3,17.42,1490680.0,18.34
3,4,18.02,1503580.0,18.5
4,5,12.5,1495040.0,18.4
5,6,10.68,1499308.0,18.45
6,7,10.66,1498856.0,18.45
7,8,11.23,1508200.0,18.56
8,9,9.93,1502300.0,18.49
9,10,9.78,1503960.0,18.51
10,11,10.07,1506088.0,18.53
11,12,7.6,1508464.0,18.56
12,13,8.22,1506904.0,18.54
13,14,7.94,1505752.0,18.53
14,15,8.85,1506024.0,18.53
15,16,8.92,1509136.0,18.57
16,17,7.49,1504504.0,18.51
17,18,6.18,1509376.0,18.57
18,19,5.48,1507512.0,18.55
19,20,6.23,1499860.0,18.46
20,21,6.96,1497740.0,18.43
21,22,7.33,1497188.0,18.42
22,23,6.75,1496184.0,18.41
23,24,6.71,1497560.0,18.43
24,25,5.84,1497960.0,18.43
25,26,6.49,1497740.0,18.43
26,27,6.14,1496888.0,18.42
27,28,7.44,1500968.0,18.47
28,29,6.38,1498964.0,18.45
29,30,5.72,1498432.0,18.44
30,31,5.16,1500500.0,18.47
31,32,5.14,1501152.0,18.47
32,33,4.89,1500384.0,18.46
33,34,7.95,1504168.0,18.51
34,35,5.44,1501696.0,18.48
35,36,4.68,1503060.0,18.5
36,37,5.08,1503224.0,18.5
37,38,5.31,1504256.0,18.51
38,39,5.61,1503360.0,18.5
39,40,5.36,1514240.0,18.63
40,41,5.45,1516648.0,18.66
41,42,5.24,1516300.0,18.66
42,43,6.39,1520296.0,18.71
43,44,5.81,1524112.0,18.76
44,45,6.11,1525252.0,18.77
45,46,5.86,1524088.0,18.76
46,47,5.28,1526628.0,18.79
47,48,4.08,1527616.0,18.8
48,49,5.64,1529092.0,18.82
49,50,4.38,1528288.0,18.81
50,51,7.26,1529796.0,18.83
51,52,5.31,1530424.0,18.83
52,53,6.75,1530108.0,18.83
53,54,6.69,1530696.0,18.84
54,55,6.21,1532700.0,18.86
55,56,5.1,1528980.0,18.82
56,57,4.86,1533764.0,18.87
57,58,5.59,1534104.0,18.88
