,time_period,cpu,rss,memory
0,1,19.0,1336944.0,16.45
1,2,17.24,1344780.0,16.55
2,3,15.75,1421192.0,17.49
3,4,13.16,1456240.0,17.92
4,5,11.32,1457756.0,17.94
5,6,12.16,1475612.0,18.16
6,7,11.07,1476776.0,18.17
7,8,7.41,1483444.0,18.26
8,9,10.8,1483692.0,18.26
9,10,8.82,1486180.0,18.29
10,11,12.57,1486684.0,18.3
11,12,7.42,1488304.0,18.32
12,13,8.35,1491992.0,18.36
13,14,7.33,1492980.0,18.37
14,15,6.84,1493296.0,18.38
15,16,10.82,1496600.0,18.42
16,17,6.99,1496140.0,18.41
17,18,7.11,1496996.0,18.42
18,19,7.64,1497220.0,18.43
19,20,5.87,1495352.0,18.4
20,21,6.94,1493152.0,18.38
21,22,5.89,1495924.0,18.41
22,23,5.41,1494764.0,18.39
23,24,6.51,1496140.0,18.41
24,25,5.73,1496752.0,18.42
25,26,6.42,1498460.0,18.44
26,27,5.61,1496520.0,18.42
27,28,5.89,1497976.0,18.43
28,29,3.83,1495232.0,18.4
29,30,7.08,1496868.0,18.42
30,31,5.84,1496232.0,18.41
31,32,6.32,1498880.0,18.45
32,33,5.2,1501476.0,18.48
33,34,5.13,1509956.0,18.58
34,35,6.09,1508692.0,18.57
35,36,5.79,1511340.0,18.6
36,37,5.52,1510148.0,18.58
37,38,6.49,1516380.0,18.66
38,39,7.22,1517028.0,18.67
39,40,7.75,1516920.0,18.67
40,41,5.99,1516200.0,18.66
41,42,6.77,1520052.0,18.71
42,43,7.96,1519448.0,18.7
43,44,6.46,1520756.0,18.71
44,45,5.84,1520236.0,18.71
45,46,6.27,1520212.0,18.71
46,47,6.04,1519012.0,18.69
47,48,5.57,1522832.0,18.74
48,49,5.49,1520020.0,18.71
49,50,5.66,1521360.0,18.72
50,51,6.94,1520820.0,18.72
51,52,8.12,1523920.0,18.75
52,53,5.77,1520948.0,18.72
53,54,8.03,1525528.0,18.77
54,55,4.74,1526852.0,18.79
55,56,5.1,1527340.0,18.8
56,57,5.16,1528408.0,18.81
57,58,4.88,1529380.0,18.82
