,time_period,cpu,rss,memory
0,1,19.69,1412000.0,17.38
1,2,15.12,1415080.0,17.41
2,3,15.83,1437140.0,17.69
3,4,13.04,1468772.0,18.08
4,5,12.7,1473316.0,18.13
5,6,9.86,1474080.0,18.14
6,7,9.75,1479796.0,18.21
7,8,10.71,1480456.0,18.22
8,9,8.5,1483048.0,18.25
9,10,6.77,1483464.0,18.26
10,11,9.88,1488192.0,18.31
11,12,9.48,1486088.0,18.29
12,13,7.92,1488668.0,18.32
13,14,7.47,1487888.0,18.31
14,15,5.51,1488012.0,18.31
15,16,11.08,1496156.0,18.41
16,17,6.16,1492892.0,18.37
17,18,6.76,1491276.0,18.35
18,19,10.84,1493036.0,18.37
19,20,8.81,1488420.0,18.32
20,21,6.07,1492380.0,18.37
21,22,6.56,1489824.0,18.33
22,23,6.7,1485604.0,18.28
23,24,5.86,1487272.0,18.3
24,25,4.56,1488340.0,18.32
25,26,8.65,1482132.0,18.24
26,27,6.79,1483812.0,18.26
27,28,7.02,1484824.0,18.27
28,29,3.76,1485784.0,18.28
29,30,5.61,1484864.0,18.27
30,31,5.63,1486468.0,18.29
31,32,4.59,1487168.0,18.3
32,33,5.79,1485924.0,18.29
33,34,4.4,1490916.0,18.35
34,35,4.78,1487760.0,18.31
35,36,4.55,1488740.0,18.32
36,37,4.77,1488996.0,18.32
37,38,5.49,1494160.0,18.39
38,39,5.51,1494876.0,18.4
39,40,4.26,1492940.0,18.37
40,41,7.38,1494488.0,18.39
41,42,4.94,1495020.0,18.4
42,43,5.17,1494732.0,18.39
43,44,5.99,1506232.0,18.54
44,45,4.11,1504836.0,18.52
45,46,4.89,1505512.0,18.53
46,47,5.43,1506548.0,18.54
47,48,4.79,1506936.0,18.54
48,49,6.12,1505216.0,18.52
49,50,4.46,1508680.0,18.57
50,51,5.32,1507308.0,18.55
51,52,6.71,1508728.0,18.57
52,53,4.74,1505256.0,18.52
53,54,6.02,1507184.0,18.55
54,55,5.06,1510272.0,18.59
55,56,5.22,1507716.0,18.55
56,57,5.42,1510140.0,18.58
57,58,4.95,1506828.0,18.54
