,time_period,cpu,rss,memory
0,1,24.76,864732.0,10.64
1,2,17.99,870860.0,10.72
2,3,17.22,876476.0,10.79
3,4,9.96,876936.0,10.79
4,5,12.69,881508.0,10.85
5,6,8.68,882124.0,10.86
6,7,8.73,883088.0,10.87
7,8,10.41,886308.0,10.91
8,9,14.65,903776.0,11.12
9,10,11.44,902364.0,11.1
10,11,7.6,903268.0,11.12
11,12,10.06,907460.0,11.17
12,13,6.36,910948.0,11.21
13,14,7.06,908604.0,11.18
14,15,10.72,912032.0,11.22
15,16,8.19,909972.0,11.2
16,17,6.98,912036.0,11.22
17,18,8.1,913136.0,11.24
18,19,8.64,914760.0,11.26
19,20,8.93,915268.0,11.26
20,21,6.05,916260.0,11.28
21,22,8.09,914128.0,11.25
22,23,5.69,915032.0,11.26
23,24,6.9,915752.0,11.27
24,25,6.92,917016.0,11.29
25,26,5.08,916328.0,11.28
26,27,5.82,917576.0,11.29
27,28,6.05,915392.0,11.27
28,29,3.68,918132.0,11.3
29,30,6.65,920796.0,11.33
30,31,5.96,919068.0,11.31
31,32,5.88,917156.0,11.29
32,33,6.82,918732.0,11.31
33,34,5.09,918012.0,11.3
34,35,6.35,919956.0,11.32
35,36,4.84,919172.0,11.31
36,37,5.46,920568.0,11.33
37,38,6.81,920868.0,11.33
38,39,6.72,922136.0,11.35
39,40,5.56,920648.0,11.33
40,41,5.42,922112.0,11.35
41,42,5.54,924476.0,11.38
42,43,5.36,923604.0,11.37
43,44,5.41,925088.0,11.38
44,45,6.27,926088.0,11.4
45,46,7.81,929328.0,11.44
46,47,8.19,928152.0,11.42
47,48,5.43,927852.0,11.42
48,49,6.69,927840.0,11.42
49,50,6.52,932348.0,11.47
50,51,6.94,929820.0,11.44
51,52,5.64,929324.0,11.44
52,53,5.06,932828.0,11.48
53,54,5.84,930232.0,11.45
54,55,8.55,930556.0,11.45
55,56,6.19,927684.0,11.42
56,57,4.96,932668.0,11.48
57,58,6.48,931736.0,11.47
