,time_period,cpu,rss,memory
0,1,20.01,827440.0,10.18
1,2,18.75,832704.0,10.25
2,3,16.85,831616.0,10.23
3,4,15.68,834424.0,10.27
4,5,13.55,839700.0,10.33
5,6,13.33,841968.0,10.36
6,7,10.73,844352.0,10.39
7,8,9.5,844560.0,10.39
8,9,10.94,844620.0,10.39
9,10,8.03,847200.0,10.43
10,11,9.62,850880.0,10.47
11,12,8.3,848992.0,10.45
12,13,7.55,854424.0,10.51
13,14,9.39,857068.0,10.55
14,15,7.09,861304.0,10.6
15,16,7.36,859148.0,10.57
16,17,9.88,863100.0,10.62
17,18,9.63,863512.0,10.63
18,19,6.94,861712.0,10.6
19,20,8.33,863996.0,10.63
20,21,7.14,865092.0,10.65
21,22,6.64,864012.0,10.63
22,23,5.66,863260.0,10.62
23,24,6.24,865896.0,10.66
24,25,5.91,864348.0,10.64
25,26,8.66,867928.0,10.68
26,27,5.95,867136.0,10.67
27,28,6.01,868176.0,10.68
28,29,3.93,869032.0,10.69
29,30,7.06,871216.0,10.72
30,31,5.42,868368.0,10.69
31,32,6.04,869460.0,10.7
32,33,6.54,871192.0,10.72
33,34,5.26,871160.0,10.72
34,35,5.61,871444.0,10.72
35,36,7.06,874496.0,10.76
36,37,5.23,871936.0,10.73
37,38,6.59,872012.0,10.73
38,39,4.76,872792.0,10.74
39,40,6.95,876792.0,10.79
40,41,5.3,874484.0,10.76
41,42,4.62,873752.0,10.75
42,43,5.45,874632.0,10.76
43,44,5.96,875432.0,10.77
44,45,7.2,874548.0,10.76
45,46,6.19,872032.0,10.73
46,47,5.49,877080.0,10.79
47,48,4.9,875484.0,10.77
48,49,5.57,875680.0,10.78
49,50,5.56,877512.0,10.8
50,51,6.84,877156.0,10.79
51,52,6.87,876612.0,10.79
52,53,4.41,878408.0,10.81
53,54,6.4,879340.0,10.82
54,55,6.67,877628.0,10.8
55,56,5.81,881108.0,10.84
56,57,5.75,880580.0,10.84
57,58,7.58,880004.0,10.83
