,time_period,cpu,rss,memory
0,1,18.59,1105860.0,13.61
1,2,13.27,1150920.0,14.16
2,3,14.52,1160464.0,14.28
3,4,13.23,1162976.0,14.31
4,5,12.81,1165820.0,14.35
5,6,12.5,1169104.0,14.39
6,7,9.94,1170100.0,14.4
7,8,8.88,1173576.0,14.44
8,9,10.54,1175840.0,14.47
9,10,8.34,1174968.0,14.46
10,11,7.76,1178604.0,14.5
11,12,8.96,1178352.0,14.5
12,13,7.59,1177504.0,14.49
13,14,8.44,1178896.0,14.51
14,15,7.72,1178568.0,14.5
15,16,8.39,1181288.0,14.54
16,17,10.51,1189908.0,14.64
17,18,5.25,1181984.0,14.55
18,19,7.61,1182196.0,14.55
19,20,6.08,1185024.0,14.58
20,21,9.33,1184992.0,14.58
21,22,6.69,1186620.0,14.6
22,23,6.93,1185388.0,14.59
23,24,5.79,1186776.0,14.6
24,25,6.52,1187504.0,14.61
25,26,5.6,1186168.0,14.6
26,27,6.07,1189156.0,14.63
27,28,5.86,1190056.0,14.65
28,29,3.63,1188368.0,14.62
29,30,4.83,1186816.0,14.61
30,31,5.71,1187160.0,14.61
31,32,4.41,1189540.0,14.64
32,33,5.79,1190140.0,14.65
33,34,4.73,1190400.0,14.65
34,35,4.38,1189268.0,14.64
35,36,4.15,1192948.0,14.68
36,37,4.56,1192856.0,14.68
37,38,4.51,1189064.0,14.63
38,39,4.63,1192508.0,14.68
39,40,4.66,1192816.0,14.68
40,41,4.31,1192088.0,14.67
41,42,5.39,1194568.0,14.7
42,43,5.89,1199064.0,14.76
43,44,4.54,1198140.0,14.74
44,45,4.16,1199428.0,14.76
45,46,4.21,1202084.0,14.79
46,47,4.21,1200916.0,14.78
47,48,4.74,1199748.0,14.76
48,49,6.85,1203084.0,14.81
49,50,4.69,1202292.0,14.8
50,51,4.23,1203276.0,14.81
51,52,4.31,1200920.0,14.78
52,53,4.24,1206220.0,14.84
53,54,6.18,1205652.0,14.84
54,55,4.06,1204804.0,14.83
55,56,4.68,1204156.0,14.82
56,57,5.29,1209084.0,14.88
57,58,5.76,1209752.0,14.89
