,time_period,cpu,rss,memory
0,1,18.03,1009148.0,12.42
1,2,17.36,1017496.0,12.52
2,3,15.72,1022296.0,12.58
3,4,13.87,1027196.0,12.64
4,5,13.87,1029532.0,12.67
5,6,9.98,1030152.0,12.68
6,7,9.36,1032552.0,12.71
7,8,10.72,1040260.0,12.8
8,9,12.36,1047592.0,12.89
9,10,10.34,1040412.0,12.8
10,11,8.35,1043640.0,12.84
11,12,7.51,1046000.0,12.87
12,13,10.89,1046076.0,12.87
13,14,7.71,1046984.0,12.88
14,15,9.57,1049108.0,12.91
15,16,9.4,1050564.0,12.93
16,17,9.53,1054368.0,12.98
17,18,7.04,1054016.0,12.97
18,19,9.77,1053816.0,12.97
19,20,7.16,1053232.0,12.96
20,21,5.82,1055792.0,12.99
21,22,6.91,1056964.0,13.01
22,23,5.71,1059628.0,13.04
23,24,8.64,1060568.0,13.05
24,25,5.63,1060296.0,13.05
25,26,7.1,1059584.0,13.04
26,27,6.25,1063148.0,13.08
27,28,9.14,1061312.0,13.06
28,29,5.57,1062588.0,13.08
29,30,6.51,1060260.0,13.05
30,31,5.84,1064088.0,13.09
31,32,7.28,1080480.0,13.3
32,33,5.62,1071940.0,13.19
33,34,5.67,1073872.0,13.22
34,35,6.46,1073600.0,13.21
35,36,5.89,1072908.0,13.2
36,37,5.47,1075692.0,13.24
37,38,7.02,1077660.0,13.26
38,39,6.53,1079284.0,13.28
39,40,6.02,1076656.0,13.25
40,41,7.64,1079180.0,13.28
41,42,5.87,1079984.0,13.29
42,43,5.09,1081832.0,13.31
43,44,5.9,1085520.0,13.36
44,45,5.76,1085420.0,13.36
45,46,6.54,1084856.0,13.35
46,47,7.56,1085660.0,13.36
47,48,4.57,1085064.0,13.35
48,49,6.57,1087716.0,13.39
49,50,5.18,1086040.0,13.37
50,51,7.4,1085760.0,13.36
51,52,6.17,1084800.0,13.35
52,53,7.29,1085080.0,13.35
53,54,6.42,1085596.0,13.36
54,55,6.95,1086876.0,13.38
55,56,5.54,1089296.0,13.41
56,57,5.48,1090748.0,13.42
57,58,5.56,1090452.0,13.42
