,time_period,cpu,rss,memory
0,1,20.07,1010816.0,12.44
1,2,15.94,1035172.0,12.74
2,3,16.34,1032396.0,12.7
3,4,11.82,1035304.0,12.74
4,5,12.08,1032636.0,12.71
5,6,10.95,1038160.0,12.78
6,7,10.44,1044768.0,12.86
7,8,8.85,1046372.0,12.88
8,9,12.76,1052720.0,12.96
9,10,8.42,1053360.0,12.96
10,11,13.1,1058904.0,13.03
11,12,11.21,1062564.0,13.08
12,13,6.1,1059420.0,13.04
13,14,9.37,1058280.0,13.02
14,15,8.73,1062552.0,13.08
15,16,6.09,1063636.0,13.09
16,17,6.5,1064472.0,13.1
17,18,6.62,1064736.0,13.1
18,19,9.36,1069020.0,13.16
19,20,9.25,1067940.0,13.14
20,21,6.57,1073620.0,13.21
21,22,5.35,1072320.0,13.2
22,23,6.15,1072812.0,13.2
23,24,6.94,1073988.0,13.22
24,25,6.58,1077752.0,13.26
25,26,6.29,1078180.0,13.27
26,27,5.48,1079292.0,13.28
27,28,5.68,1081808.0,13.31
28,29,4.19,1080264.0,13.29
29,30,5.47,1080904.0,13.3
30,31,5.41,1082448.0,13.32
31,32,5.5,1080904.0,13.3
32,33,5.67,1083332.0,13.33
33,34,5.47,1081072.0,13.3
34,35,5.7,1084364.0,13.34
35,36,6.42,1085352.0,13.36
36,37,5.21,1085132.0,13.35
37,38,4.86,1085192.0,13.35
38,39,6.48,1086952.0,13.38
39,40,5.49,1084268.0,13.34
40,41,4.67,1088308.0,13.39
41,42,6.97,1086796.0,13.37
42,43,5.98,1088604.0,13.4
43,44,5.14,1089316.0,13.41
44,45,9.38,1089092.0,13.4
45,46,6.17,1088608.0,13.4
46,47,6.24,1090064.0,13.41
47,48,4.79,1090832.0,13.42
48,49,4.51,1089560.0,13.41
49,50,6.23,1093720.0,13.46
50,51,6.51,1091808.0,13.44
51,52,5.62,1092384.0,13.44
52,53,4.79,1094528.0,13.47
53,54,5.39,1094820.0,13.47
54,55,7.85,1096520.0,13.49
55,56,6.24,1094340.0,13.47
56,57,5.16,1098144.0,13.51
57,58,7.29,1094840.0,13.47
