,time_period,cpu,rss,memory
0,1,16.96,1284388.0,15.81
1,2,18.8,1310384.0,16.13
2,3,16.93,1331960.0,16.39
3,4,13.08,1331480.0,16.39
4,5,14.55,1337672.0,16.46
5,6,10.61,1339284.0,16.48
6,7,10.36,1339856.0,16.49
7,8,10.0,1341992.0,16.51
8,9,12.4,1342856.0,16.53
9,10,9.19,1340076.0,16.49
10,11,10.95,1344560.0,16.55
11,12,7.28,1342636.0,16.52
12,13,10.43,1343108.0,16.53
13,14,6.67,1338928.0,16.48
14,15,10.08,1344636.0,16.55
15,16,8.14,1341476.0,16.51
16,17,6.13,1340156.0,16.49
17,18,8.49,1340104.0,16.49
18,19,6.91,1339864.0,16.49
19,20,7.09,1339492.0,16.48
20,21,6.48,1343500.0,16.53
21,22,5.94,1341860.0,16.51
22,23,6.74,1341820.0,16.51
23,24,5.71,1340740.0,16.5
24,25,5.87,1341564.0,16.51
25,26,6.36,1343432.0,16.53
26,27,6.76,1343252.0,16.53
27,28,7.54,1348576.0,16.6
28,29,3.53,1348828.0,16.6
29,30,6.89,1347924.0,16.59
30,31,5.6,1352588.0,16.65
31,32,6.39,1352264.0,16.64
32,33,5.24,1355624.0,16.68
33,34,5.16,1357752.0,16.71
34,35,6.78,1355476.0,16.68
35,36,5.06,1361808.0,16.76
36,37,4.76,1362340.0,16.77
37,38,4.51,1359648.0,16.73
38,39,5.72,1364356.0,16.79
39,40,4.71,1363960.0,16.79
40,41,5.26,1367940.0,16.83
41,42,4.2,1369060.0,16.85
42,43,4.88,1368660.0,16.84
43,44,6.49,1371148.0,16.87
44,45,6.43,1372812.0,16.89
45,46,5.23,1375792.0,16.93
46,47,5.0,1376116.0,16.93
47,48,4.23,1375584.0,16.93
48,49,4.73,1376264.0,16.94
49,50,4.99,1377892.0,16.96
50,51,4.49,1379688.0,16.98
51,52,5.17,1377660.0,16.95
52,53,5.59,1380888.0,16.99
53,54,6.36,1380028.0,16.98
54,55,4.36,1380476.0,16.99
55,56,5.24,1379164.0,16.97
56,57,4.25,1383236.0,17.02
57,58,4.76,1380708.0,16.99
