,time_period,cpu,rss,memory
0,1,23.32,1449632.0,17.84
1,2,18.72,1453400.0,17.89
2,3,17.52,1523836.0,18.75
3,4,13.72,1526156.0,18.78
4,5,12.46,1529272.0,18.82
5,6,11.81,1530168.0,18.83
6,7,10.25,1534036.0,18.88
7,8,11.19,1536024.0,18.9
8,9,13.12,1539052.0,18.94
9,10,8.47,1535800.0,18.9
10,11,8.76,1538484.0,18.93
11,12,8.71,1537160.0,18.92
12,13,10.1,1541984.0,18.98
13,14,7.46,1543120.0,18.99
14,15,9.03,1543996.0,19.0
15,16,8.03,1542704.0,18.98
16,17,7.92,1540756.0,18.96
17,18,6.76,1543996.0,19.0
18,19,8.2,1544072.0,19.0
19,20,6.16,1538052.0,18.93
20,21,6.09,1538984.0,18.94
21,22,5.33,1539960.0,18.95
22,23,5.94,1534204.0,18.88
23,24,6.81,1537216.0,18.92
24,25,6.09,1536096.0,18.9
25,26,7.0,1536996.0,18.91
26,27,6.22,1537768.0,18.92
27,28,5.62,1539372.0,18.94
28,29,3.68,1536768.0,18.91
29,30,4.15,1540068.0,18.95
30,31,5.64,1539300.0,18.94
31,32,4.63,1541916.0,18.98
32,33,4.83,1540940.0,18.96
33,34,4.53,1544944.0,19.01
34,35,4.94,1543276.0,18.99
35,36,4.34,1546840.0,19.04
36,37,5.51,1544260.0,19.0
37,38,4.28,1544792.0,19.01
38,39,5.08,1545276.0,19.02
39,40,5.03,1543732.0,19.0
40,41,5.16,1545636.0,19.02
41,42,4.72,1545604.0,19.02
42,43,3.61,1550724.0,19.08
43,44,7.21,1550548.0,19.08
44,45,5.24,1548024.0,19.05
45,46,4.19,1553404.0,19.12
46,47,4.4,1555664.0,19.14
47,48,4.18,1556632.0,19.16
48,49,4.76,1557084.0,19.16
49,50,6.27,1566668.0,19.28
50,51,5.17,1565628.0,19.27
51,52,6.05,1566844.0,19.28
52,53,5.21,1565732.0,19.27
53,54,6.26,1565016.0,19.26
54,55,3.86,1562784.0,19.23
55,56,4.61,1566692.0,19.28
56,57,3.88,1566728.0,19.28
57,58,5.46,1566912.0,19.28
