,time_period,cpu,rss,memory
0,1,20.48,983496.0,12.1
1,2,21.73,1004160.0,12.36
2,3,14.96,1005580.0,12.37
3,4,12.58,1007828.0,12.4
4,5,18.22,1013184.0,12.47
5,6,10.71,1011744.0,12.45
6,7,11.79,1020212.0,12.55
7,8,10.66,1021684.0,12.57
8,9,9.3,1024932.0,12.61
9,10,10.2,1029608.0,12.67
10,11,11.09,1032160.0,12.7
11,12,8.14,1032860.0,12.71
12,13,9.44,1034488.0,12.73
13,14,8.58,1036108.0,12.75
14,15,7.84,1035412.0,12.74
15,16,6.62,1034636.0,12.73
16,17,8.32,1035600.0,12.74
17,18,6.86,1034624.0,12.73
18,19,8.39,1034124.0,12.73
19,20,7.13,1039296.0,12.79
20,21,9.5,1037264.0,12.76
21,22,7.39,1037588.0,12.77
22,23,5.48,1039932.0,12.8
23,24,6.83,1044088.0,12.85
24,25,7.12,1044136.0,12.85
25,26,6.99,1046912.0,12.88
26,27,6.79,1047352.0,12.89
27,28,6.58,1047620.0,12.89
28,29,4.33,1046096.0,12.87
29,30,4.87,1049612.0,12.92
30,31,8.35,1047660.0,12.89
31,32,7.36,1048376.0,12.9
32,33,5.4,1050704.0,12.93
33,34,5.26,1053872.0,12.97
34,35,5.43,1050704.0,12.93
35,36,4.78,1051704.0,12.94
36,37,5.01,1051828.0,12.94
37,38,5.2,1054164.0,12.97
38,39,6.55,1056048.0,13.0
39,40,4.99,1054632.0,12.98
40,41,6.48,1060276.0,13.05
41,42,4.41,1059868.0,13.04
42,43,4.18,1061872.0,13.07
43,44,5.9,1061080.0,13.06
44,45,4.31,1061892.0,13.07
45,46,5.86,1059716.0,13.04
46,47,4.91,1061956.0,13.07
47,48,5.51,1059480.0,13.04
48,49,5.38,1061488.0,13.06
49,50,4.36,1061384.0,13.06
50,51,4.75,1065060.0,13.11
51,52,5.53,1062656.0,13.08
52,53,4.91,1062948.0,13.08
53,54,5.02,1062320.0,13.07
54,55,6.07,1066040.0,13.12
55,56,5.96,1065312.0,13.11
56,57,4.69,1065112.0,13.11
57,58,5.99,1065336.0,13.11
