,time_period,cpu,rss,memory
0,1,19.17,1266080.0,15.58
1,2,14.96,1282612.0,15.78
2,3,15.97,1302320.0,16.03
3,4,13.66,1327576.0,16.34
4,5,13.75,1331268.0,16.38
5,6,12.29,1332164.0,16.39
6,7,9.81,1333412.0,16.41
7,8,10.48,1337356.0,16.46
8,9,7.58,1339420.0,16.48
9,10,8.29,1340264.0,16.49
10,11,8.81,1338764.0,16.48
11,12,9.31,1341296.0,16.51
12,13,9.68,1341228.0,16.51
13,14,8.43,1342688.0,16.52
14,15,6.9,1341496.0,16.51
15,16,9.07,1338936.0,16.48
16,17,8.77,1343456.0,16.53
17,18,6.89,1336848.0,16.45
18,19,7.55,1338168.0,16.47
19,20,6.73,1335176.0,16.43
20,21,6.35,1334564.0,16.42
21,22,8.8,1331972.0,16.39
22,23,6.21,1333476.0,16.41
23,24,8.36,1331860.0,16.39
24,25,5.64,1332244.0,16.39
25,26,6.91,1335968.0,16.44
26,27,5.78,1333212.0,16.41
27,28,5.64,1335836.0,16.44
28,29,3.1,1335852.0,16.44
29,30,5.01,1335664.0,16.44
30,31,5.61,1335672.0,16.44
31,32,4.78,1335556.0,16.44
32,33,5.24,1337992.0,16.47
33,34,4.86,1336704.0,16.45
34,35,4.79,1339908.0,16.49
35,36,4.86,1339828.0,16.49
36,37,4.28,1349864.0,16.61
37,38,4.88,1354004.0,16.66
38,39,4.93,1353336.0,16.65
39,40,4.28,1357184.0,16.7
40,41,4.08,1359156.0,16.73
41,42,4.37,1358752.0,16.72
42,43,6.33,1367356.0,16.83
43,44,4.74,1369880.0,16.86
44,45,5.18,1367252.0,16.83
45,46,5.59,1375404.0,16.93
46,47,6.02,1376028.0,16.93
47,48,4.31,1377568.0,16.95
48,49,4.32,1379292.0,16.97
49,50,5.01,1378804.0,16.97
50,51,5.11,1376576.0,16.94
51,52,4.22,1379908.0,16.98
52,53,6.04,1378700.0,16.97
53,54,6.26,1379960.0,16.98
54,55,5.79,1379252.0,16.97
55,56,3.95,1382508.0,17.01
56,57,4.03,1384036.0,17.03
57,58,3.58,1384424.0,17.04
