,time_period,cpu,rss,memory
0,1,19.21,1519108.0,18.69
1,2,18.01,1549748.0,19.07
2,3,12.66,1554648.0,19.13
3,4,15.95,1607940.0,19.79
4,5,12.85,1614140.0,19.86
5,6,11.67,1617556.0,19.91
6,7,10.67,1617860.0,19.91
7,8,10.61,1623708.0,19.98
8,9,9.08,1622672.0,19.97
9,10,9.17,1625412.0,20.0
10,11,9.68,1625992.0,20.01
11,12,12.29,1628488.0,20.04
12,13,7.19,1628200.0,20.04
13,14,8.52,1631588.0,20.08
14,15,12.89,1630596.0,20.07
15,16,6.58,1630972.0,20.07
16,17,8.27,1631220.0,20.07
17,18,7.9,1633868.0,20.11
18,19,7.13,1633572.0,20.1
19,20,7.94,1637428.0,20.15
20,21,7.21,1636468.0,20.14
21,22,7.26,1643096.0,20.22
22,23,6.93,1636924.0,20.14
23,24,6.7,1639900.0,20.18
24,25,6.91,1641448.0,20.2
25,26,5.74,1641092.0,20.2
26,27,6.43,1638896.0,20.17
27,28,5.22,1642956.0,20.22
28,29,4.45,1640828.0,20.19
29,30,5.95,1643712.0,20.23
30,31,5.3,1643744.0,20.23
31,32,5.41,1644848.0,20.24
32,33,10.12,1644544.0,20.24
33,34,5.34,1647160.0,20.27
34,35,5.01,1647692.0,20.28
35,36,5.7,1646548.0,20.26
36,37,5.56,1645556.0,20.25
37,38,6.3,1649616.0,20.3
38,39,6.39,1647388.0,20.27
39,40,5.61,1648184.0,20.28
40,41,5.16,1651320.0,20.32
41,42,5.25,1653856.0,20.35
42,43,4.89,1657712.0,20.4
43,44,5.19,1657040.0,20.39
44,45,5.38,1658992.0,20.42
45,46,5.21,1658276.0,20.41
46,47,5.44,1662664.0,20.46
47,48,6.01,1663832.0,20.48
48,49,4.43,1662076.0,20.45
49,50,6.92,1666416.0,20.51
50,51,6.09,1665792.0,20.5
51,52,6.55,1665996.0,20.5
52,53,8.03,1666288.0,20.51
53,54,4.62,1666620.0,20.51
54,55,6.96,1667200.0,20.52
55,56,5.89,1667020.0,20.51
56,57,4.66,1669884.0,20.55
57,58,4.08,1668380.0,20.53
