,time_period,cpu,rss,memory
0,1,24.26,1256896.0,15.47
1,2,19.41,1332184.0,16.39
2,3,15.02,1338028.0,16.47
3,4,13.93,1342016.0,16.52
4,5,14.08,1346248.0,16.57
5,6,11.03,1350608.0,16.62
6,7,9.65,1357308.0,16.7
7,8,8.87,1356620.0,16.69
8,9,10.3,1358956.0,16.72
9,10,10.7,1358508.0,16.72
10,11,11.45,1358404.0,16.72
11,12,8.41,1362924.0,16.77
12,13,7.9,1359584.0,16.73
13,14,7.25,1360048.0,16.74
14,15,9.3,1361624.0,16.76
15,16,9.41,1360576.0,16.74
16,17,6.49,1359484.0,16.73
17,18,7.68,1357612.0,16.71
18,19,9.2,1357404.0,16.7
19,20,7.85,1358284.0,16.72
20,21,6.36,1361240.0,16.75
21,22,6.75,1358924.0,16.72
22,23,6.31,1360036.0,16.74
23,24,6.02,1360492.0,16.74
24,25,6.8,1362852.0,16.77
25,26,7.81,1358640.0,16.72
26,27,6.37,1362136.0,16.76
27,28,8.26,1367916.0,16.83
28,29,4.13,1367408.0,16.83
29,30,4.5,1369924.0,16.86
30,31,4.93,1368764.0,16.84
31,32,4.79,1367996.0,16.83
32,33,4.66,1368668.0,16.84
33,34,3.97,1366152.0,16.81
34,35,5.44,1368696.0,16.84
35,36,4.93,1367612.0,16.83
36,37,5.91,1372740.0,16.89
37,38,4.41,1368184.0,16.84
38,39,4.94,1372028.0,16.88
39,40,5.3,1372504.0,16.89
40,41,4.93,1378308.0,16.96
41,42,4.18,1377324.0,16.95
42,43,6.85,1378524.0,16.96
43,44,4.85,1375428.0,16.93
44,45,4.38,1376236.0,16.94
45,46,4.58,1381896.0,17.01
46,47,5.21,1380708.0,16.99
47,48,4.18,1382756.0,17.02
48,49,5.11,1386620.0,17.06
49,50,6.37,1385952.0,17.06
50,51,5.63,1387088.0,17.07
51,52,5.61,1388800.0,17.09
52,53,5.16,1390476.0,17.11
53,54,6.28,1389752.0,17.1
54,55,3.79,1389148.0,17.1
55,56,4.38,1390668.0,17.11
56,57,4.64,1391504.0,17.12
57,58,3.67,1390292.0,17.11
