,time_period,cpu,rss,memory
0,1,18.84,1132332.0,13.93
1,2,18.78,1157076.0,14.24
2,3,12.26,1167756.0,14.37
3,4,14.42,1172268.0,14.43
4,5,12.68,1176544.0,14.48
5,6,11.53,1178500.0,14.5
6,7,9.23,1182188.0,14.55
7,8,10.81,1183172.0,14.56
8,9,12.29,1187072.0,14.61
9,10,9.48,1184924.0,14.58
10,11,12.32,1197868.0,14.74
11,12,8.93,1199584.0,14.76
12,13,7.82,1200356.0,14.77
13,14,8.78,1200540.0,14.77
14,15,10.99,1201664.0,14.79
15,16,9.25,1205812.0,14.84
16,17,6.8,1206680.0,14.85
17,18,7.22,1207112.0,14.85
18,19,7.62,1207460.0,14.86
19,20,9.89,1210364.0,14.9
20,21,7.31,1208120.0,14.87
21,22,5.99,1211356.0,14.91
22,23,5.86,1209420.0,14.88
23,24,7.49,1209848.0,14.89
24,25,6.57,1211556.0,14.91
25,26,7.01,1213644.0,14.94
26,27,6.01,1212700.0,14.92
27,28,7.53,1217416.0,14.98
28,29,4.85,1216740.0,14.97
29,30,7.09,1216724.0,14.97
30,31,4.99,1217528.0,14.98
31,32,6.92,1220088.0,15.01
32,33,4.88,1221596.0,15.03
33,34,7.17,1221796.0,15.04
34,35,6.06,1220432.0,15.02
35,36,5.79,1220280.0,15.02
36,37,5.81,1222712.0,15.05
37,38,5.41,1220060.0,15.01
38,39,5.23,1222340.0,15.04
39,40,5.43,1222856.0,15.05
40,41,6.41,1225744.0,15.08
41,42,5.99,1224804.0,15.07
42,43,5.69,1226128.0,15.09
43,44,7.61,1224132.0,15.06
44,45,5.79,1227544.0,15.11
45,46,5.99,1226064.0,15.09
46,47,7.46,1227208.0,15.1
47,48,6.28,1226824.0,15.1
48,49,5.04,1228888.0,15.12
49,50,7.05,1228280.0,15.12
50,51,7.09,1230296.0,15.14
51,52,7.35,1227664.0,15.11
52,53,5.48,1225576.0,15.08
53,54,4.84,1227140.0,15.1
54,55,5.75,1226344.0,15.09
55,56,5.01,1229064.0,15.13
56,57,5.71,1230788.0,15.15
57,58,5.23,1231764.0,15.16
