,time_period,cpu,rss,memory
0,1,20.72,1412252.0,17.38
1,2,17.68,1417696.0,17.45
2,3,18.12,1478764.0,18.2
3,4,14.35,1481908.0,18.24
4,5,16.78,1480688.0,18.22
5,6,11.13,1485780.0,18.28
6,7,14.5,1489952.0,18.34
7,8,10.92,1492268.0,18.36
8,9,10.96,1492108.0,18.36
9,10,9.32,1495164.0,18.4
10,11,13.49,1498356.0,18.44
11,12,8.02,1494784.0,18.4
12,13,10.59,1497256.0,18.43
13,14,9.34,1505380.0,18.53
14,15,7.39,1490496.0,18.34
15,16,8.26,1493860.0,18.38
16,17,8.46,1498496.0,18.44
17,18,8.38,1499892.0,18.46
18,19,8.28,1500056.0,18.46
19,20,8.16,1503632.0,18.5
20,21,7.54,1514948.0,18.64
21,22,6.89,1507280.0,18.55
22,23,7.55,1506820.0,18.54
23,24,7.81,1507360.0,18.55
24,25,7.29,1507236.0,18.55
25,26,6.04,1508184.0,18.56
26,27,7.21,1509008.0,18.57
27,28,6.85,1509668.0,18.58
28,29,6.15,1510404.0,18.59
29,30,6.92,1513024.0,18.62
30,31,5.29,1511804.0,18.6
31,32,6.22,1512528.0,18.61
32,33,5.96,1512932.0,18.62
33,34,5.05,1507100.0,18.55
34,35,7.76,1510892.0,18.59
35,36,5.97,1510464.0,18.59
36,37,5.79,1507904.0,18.56
37,38,5.32,1510816.0,18.59
38,39,6.2,1511764.0,18.6
39,40,5.29,1510956.0,18.59
40,41,5.61,1511660.0,18.6
41,42,7.49,1511452.0,18.6
42,43,5.63,1510432.0,18.59
43,44,5.14,1513128.0,18.62
44,45,5.19,1512964.0,18.62
45,46,5.89,1514044.0,18.63
46,47,5.11,1517384.0,18.67
47,48,6.85,1517212.0,18.67
48,49,7.1,1516428.0,18.66
49,50,7.33,1514916.0,18.64
50,51,5.32,1514000.0,18.63
51,52,6.64,1514512.0,18.64
52,53,6.44,1515228.0,18.65
53,54,5.04,1517756.0,18.68
54,55,4.63,1514492.0,18.64
55,56,6.01,1515060.0,18.64
56,57,6.44,1515144.0,18.65
57,58,5.93,1517748.0,18.68
