,time_period,cpu,rss,memory
0,1,18.48,797860.0,9.82
1,2,15.07,803500.0,9.89
2,3,15.67,807840.0,9.94
3,4,11.23,813608.0,10.01
4,5,13.48,820236.0,10.09
5,6,13.1,822736.0,10.12
6,7,11.67,826448.0,10.17
7,8,13.32,826500.0,10.17
8,9,10.1,826480.0,10.17
9,10,8.18,826684.0,10.17
10,11,10.35,828692.0,10.2
11,12,9.12,829440.0,10.21
12,13,9.6,832048.0,10.24
13,14,7.28,835204.0,10.28
14,15,6.33,838732.0,10.32
15,16,10.03,837156.0,10.3
16,17,7.13,838472.0,10.32
17,18,6.89,836748.0,10.3
18,19,7.37,839212.0,10.33
19,20,8.98,842360.0,10.37
20,21,6.54,847096.0,10.42
21,22,7.26,844644.0,10.39
22,23,5.74,844832.0,10.4
23,24,9.82,844632.0,10.39
24,25,5.88,846428.0,10.42
25,26,6.44,846240.0,10.41
26,27,5.8,848608.0,10.44
27,28,7.67,849072.0,10.45
28,29,3.69,850448.0,10.47
29,30,5.71,850796.0,10.47
30,31,5.17,852732.0,10.49
31,32,5.01,851128.0,10.47
32,33,5.28,852404.0,10.49
33,34,5.23,849432.0,10.45
34,35,4.68,851908.0,10.48
35,36,5.58,853512.0,10.5
36,37,5.61,853252.0,10.5
37,38,5.81,853788.0,10.51
38,39,5.04,854732.0,10.52
39,40,4.86,856008.0,10.53
40,41,5.18,858596.0,10.57
41,42,7.8,855996.0,10.53
42,43,5.15,857544.0,10.55
43,44,5.44,857788.0,10.56
44,45,5.82,859728.0,10.58
45,46,5.06,859756.0,10.58
46,47,5.15,859980.0,10.58
47,48,5.89,861392.0,10.6
48,49,4.86,862304.0,10.61
49,50,4.34,861732.0,10.6
50,51,5.24,861360.0,10.6
51,52,6.07,861964.0,10.61
52,53,4.83,862264.0,10.61
53,54,5.63,863092.0,10.62
54,55,6.02,865340.0,10.65
55,56,5.98,863072.0,10.62
56,57,3.98,863220.0,10.62
57,58,5.54,864800.0,10.64
