,time_period,cpu,rss,memory
0,1,19.26,1122604.0,13.82
1,2,18.76,1175512.0,14.47
2,3,14.05,1177648.0,14.49
3,4,12.6,1183312.0,14.56
4,5,10.53,1185816.0,14.59
5,6,12.05,1188704.0,14.63
6,7,8.97,1189776.0,14.64
7,8,9.1,1191580.0,14.66
8,9,11.37,1192912.0,14.68
9,10,8.47,1194808.0,14.7
10,11,9.66,1193824.0,14.69
11,12,9.37,1199652.0,14.76
12,13,6.9,1195008.0,14.71
13,14,7.03,1197172.0,14.73
14,15,6.71,1194108.0,14.69
15,16,9.6,1198168.0,14.74
16,17,7.31,1196772.0,14.73
17,18,6.24,1198144.0,14.74
18,19,7.53,1198360.0,14.75
19,20,9.25,1198636.0,14.75
20,21,5.76,1196292.0,14.72
21,22,5.01,1200604.0,14.77
22,23,5.42,1200060.0,14.77
23,24,6.76,1202468.0,14.8
24,25,6.08,1204876.0,14.83
25,26,4.96,1205828.0,14.84
26,27,5.87,1205200.0,14.83
27,28,8.72,1213120.0,14.93
28,29,4.26,1212432.0,14.92
29,30,6.06,1213900.0,14.94
30,31,5.38,1212636.0,14.92
31,32,5.65,1216308.0,14.97
32,33,6.25,1214524.0,14.95
33,34,5.21,1214532.0,14.95
34,35,4.61,1215128.0,14.95
35,36,5.44,1215896.0,14.96
36,37,5.25,1215156.0,14.95
37,38,5.69,1216400.0,14.97
38,39,4.65,1216144.0,14.97
39,40,4.57,1217712.0,14.99
40,41,5.44,1217316.0,14.98
41,42,5.71,1217420.0,14.98
42,43,6.6,1218672.0,15.0
43,44,4.69,1220784.0,15.02
44,45,4.9,1218452.0,14.99
45,46,4.46,1217416.0,14.98
46,47,6.06,1219848.0,15.01
47,48,5.6,1218368.0,14.99
48,49,5.64,1221920.0,15.04
49,50,5.11,1221724.0,15.03
50,51,4.71,1221680.0,15.03
51,52,5.13,1221824.0,15.04
52,53,5.87,1223280.0,15.05
53,54,7.13,1224480.0,15.07
54,55,8.14,1226496.0,15.09
55,56,6.11,1225460.0,15.08
56,57,6.4,1227904.0,15.11
57,58,4.76,1227748.0,15.11
