,time_period,cpu,rss,memory
0,1,19.94,1255276.0,15.45
1,2,19.98,1316088.0,16.2
2,3,16.48,1326036.0,16.32
3,4,14.75,1328500.0,16.35
4,5,11.43,1330788.0,16.38
5,6,11.83,1336776.0,16.45
6,7,10.81,1340312.0,16.49
7,8,10.26,1337800.0,16.46
8,9,9.56,1338020.0,16.47
9,10,9.88,1342200.0,16.52
10,11,8.21,1340176.0,16.49
11,12,9.19,1340288.0,16.49
12,13,8.08,1339672.0,16.49
13,14,8.0,1340880.0,16.5
14,15,7.54,1340548.0,16.5
15,16,9.98,1343792.0,16.54
16,17,7.39,1345000.0,16.55
17,18,7.0,1344612.0,16.55
18,19,9.71,1346696.0,16.57
19,20,7.66,1346672.0,16.57
20,21,9.78,1349348.0,16.61
21,22,9.61,1348600.0,16.6
22,23,6.87,1350072.0,16.61
23,24,6.87,1353928.0,16.66
24,25,7.4,1351272.0,16.63
25,26,5.81,1352648.0,16.65
26,27,5.58,1350484.0,16.62
27,28,6.85,1357088.0,16.7
28,29,4.18,1356908.0,16.7
29,30,6.72,1359004.0,16.72
30,31,5.82,1359340.0,16.73
31,32,5.45,1362908.0,16.77
32,33,6.53,1361624.0,16.76
33,34,7.45,1362104.0,16.76
34,35,5.87,1366132.0,16.81
35,36,6.29,1364476.0,16.79
36,37,5.82,1363712.0,16.78
37,38,6.17,1361744.0,16.76
38,39,5.45,1367116.0,16.82
39,40,5.85,1365996.0,16.81
40,41,5.91,1368908.0,16.85
41,42,5.72,1366740.0,16.82
42,43,5.43,1366904.0,16.82
43,44,6.37,1369804.0,16.86
44,45,5.61,1369500.0,16.85
45,46,5.7,1370140.0,16.86
46,47,5.87,1372596.0,16.89
47,48,8.42,1371864.0,16.88
48,49,6.04,1372056.0,16.88
49,50,6.0,1371440.0,16.88
50,51,4.38,1372440.0,16.89
51,52,5.97,1373540.0,16.9
52,53,7.35,1374172.0,16.91
53,54,6.2,1378440.0,16.96
54,55,4.94,1375748.0,16.93
55,56,5.81,1380976.0,16.99
56,57,5.15,1379900.0,16.98
57,58,5.16,1384856.0,17.04
