,time_period,cpu,rss,memory
0,1,19.12,1316520.0,16.2
1,2,19.55,1336288.0,16.44
2,3,17.56,1338124.0,16.47
3,4,12.51,1344152.0,16.54
4,5,16.09,1350200.0,16.62
5,6,12.63,1352148.0,16.64
6,7,9.72,1351840.0,16.64
7,8,10.95,1362512.0,16.77
8,9,10.44,1361692.0,16.76
9,10,10.07,1363344.0,16.78
10,11,10.87,1364136.0,16.79
11,12,9.29,1368696.0,16.84
12,13,7.53,1368048.0,16.84
13,14,7.75,1369548.0,16.85
14,15,10.09,1365420.0,16.8
15,16,7.16,1365768.0,16.81
16,17,7.27,1365768.0,16.81
17,18,5.76,1368896.0,16.85
18,19,6.93,1368372.0,16.84
19,20,8.65,1368764.0,16.84
20,21,6.72,1370872.0,16.87
21,22,8.81,1369496.0,16.85
22,23,8.09,1371932.0,16.88
23,24,6.78,1373956.0,16.91
24,25,8.08,1374476.0,16.91
25,26,6.09,1375068.0,16.92
26,27,6.09,1374804.0,16.92
27,28,5.94,1379700.0,16.98
28,29,4.01,1377392.0,16.95
29,30,6.36,1379524.0,16.98
30,31,5.39,1378916.0,16.97
31,32,5.59,1379824.0,16.98
32,33,4.41,1378728.0,16.97
33,34,4.73,1378380.0,16.96
34,35,5.75,1379520.0,16.98
35,36,4.28,1383964.0,17.03
36,37,5.81,1388800.0,17.09
37,38,5.18,1387724.0,17.08
38,39,4.3,1389936.0,17.1
39,40,4.98,1390740.0,17.11
40,41,5.96,1390476.0,17.11
41,42,5.38,1389392.0,17.1
42,43,4.7,1390384.0,17.11
43,44,5.06,1389664.0,17.1
44,45,5.71,1391240.0,17.12
45,46,4.73,1392100.0,17.13
46,47,4.43,1393284.0,17.15
47,48,6.09,1391444.0,17.12
48,49,5.63,1395208.0,17.17
49,50,4.48,1395860.0,17.18
50,51,5.93,1396268.0,17.18
51,52,6.89,1394340.0,17.16
52,53,5.76,1397572.0,17.2
53,54,5.59,1398776.0,17.21
54,55,5.02,1398844.0,17.21
55,56,4.98,1401788.0,17.25
56,57,4.69,1403392.0,17.27
57,58,6.44,1403488.0,17.27
