,time_period,cpu,rss,memory
0,1,21.59,1441624.0,17.74
1,2,18.14,1450800.0,17.85
2,3,19.04,1499308.0,18.45
3,4,14.18,1511396.0,18.6
4,5,12.47,1514616.0,18.64
5,6,12.72,1516764.0,18.67
6,7,10.65,1520212.0,18.71
7,8,11.75,1524796.0,18.76
8,9,10.23,1522940.0,18.74
9,10,7.69,1527820.0,18.8
10,11,7.73,1528292.0,18.81
11,12,7.39,1529500.0,18.82
12,13,9.37,1531248.0,18.84
13,14,8.23,1532136.0,18.85
14,15,9.7,1534368.0,18.88
15,16,8.87,1533528.0,18.87
16,17,8.01,1531896.0,18.85
17,18,8.09,1535500.0,18.9
18,19,11.36,1539376.0,18.94
19,20,6.16,1539280.0,18.94
20,21,6.46,1535572.0,18.9
21,22,6.5,1536456.0,18.91
22,23,5.68,1532644.0,18.86
23,24,5.58,1532208.0,18.86
24,25,5.37,1532800.0,18.86
25,26,5.48,1533228.0,18.87
26,27,6.65,1532392.0,18.86
27,28,7.69,1538868.0,18.94
28,29,4.03,1537864.0,18.93
29,30,4.61,1538276.0,18.93
30,31,4.91,1537124.0,18.92
31,32,5.21,1537348.0,18.92
32,33,4.76,1539336.0,18.94
33,34,4.63,1539648.0,18.95
34,35,7.97,1539664.0,18.95
35,36,5.65,1541396.0,18.97
36,37,5.07,1540556.0,18.96
37,38,5.63,1540804.0,18.96
38,39,4.99,1540276.0,18.95
39,40,4.78,1541160.0,18.97
40,41,5.63,1542344.0,18.98
41,42,4.96,1542804.0,18.99
42,43,4.8,1545204.0,19.02
43,44,5.46,1543440.0,18.99
44,45,4.75,1546460.0,19.03
45,46,5.71,1548912.0,19.06
46,47,4.95,1553064.0,19.11
47,48,4.08,1551600.0,19.09
48,49,5.37,1551892.0,19.1
49,50,5.04,1551604.0,19.09
50,51,4.03,1550176.0,19.08
51,52,5.86,1551828.0,19.1
52,53,6.0,1554124.0,19.13
53,54,5.31,1552640.0,19.11
54,55,5.73,1553832.0,19.12
55,56,5.19,1554652.0,19.13
56,57,5.19,1555092.0,19.14
57,58,4.44,1553976.0,19.12
