,time_period,cpu,rss,memory
0,1,19.4,1010732.0,12.44
1,2,18.74,1020300.0,12.56
2,3,15.71,1025636.0,12.62
3,4,15.56,1033816.0,12.72
4,5,14.95,1034584.0,12.73
5,6,12.03,1039120.0,12.79
6,7,12.38,1039128.0,12.79
7,8,9.99,1040328.0,12.8
8,9,9.95,1043376.0,12.84
9,10,9.77,1042880.0,12.83
10,11,9.45,1044412.0,12.85
11,12,11.51,1046188.0,12.87
12,13,8.22,1044704.0,12.86
13,14,8.53,1049852.0,12.92
14,15,9.14,1052940.0,12.96
15,16,7.99,1055744.0,12.99
16,17,7.67,1075948.0,13.24
17,18,6.96,1058948.0,13.03
18,19,6.48,1062024.0,13.07
19,20,8.59,1069884.0,13.17
20,21,8.32,1059668.0,13.04
21,22,7.59,1064176.0,13.1
22,23,8.07,1063480.0,13.09
23,24,7.81,1063708.0,13.09
24,25,5.78,1066804.0,13.13
25,26,6.44,1069312.0,13.16
26,27,6.42,1069364.0,13.16
27,28,6.56,1072088.0,13.19
28,29,3.68,1069132.0,13.16
29,30,7.42,1070016.0,13.17
30,31,8.59,1072412.0,13.2
31,32,8.46,1070300.0,13.17
32,33,6.02,1073056.0,13.21
33,34,5.52,1075196.0,13.23
34,35,6.1,1072824.0,13.2
35,36,7.34,1074440.0,13.22
36,37,5.69,1073204.0,13.21
37,38,5.48,1075276.0,13.23
38,39,5.21,1077568.0,13.26
39,40,5.23,1077596.0,13.26
40,41,5.97,1078484.0,13.27
41,42,5.73,1080052.0,13.29
42,43,5.14,1079292.0,13.28
43,44,5.59,1081216.0,13.31
44,45,5.08,1081992.0,13.32
45,46,6.86,1081828.0,13.31
46,47,5.39,1082496.0,13.32
47,48,7.41,1084616.0,13.35
48,49,7.54,1082416.0,13.32
49,50,4.37,1082804.0,13.33
50,51,8.89,1085588.0,13.36
51,52,5.66,1084448.0,13.35
52,53,5.69,1084264.0,13.34
53,54,4.32,1082860.0,13.33
54,55,4.93,1084364.0,13.34
55,56,4.96,1082124.0,13.32
56,57,5.36,1084036.0,13.34
57,58,6.17,1083596.0,13.33
